match_id,season,match_phase,team1,team2,team1_short,team2_short,venue,city,pitch_type,toss_winner,toss_decision,team1_home,team2_home,team1_strength,team2_strength,team1_score,team2_score,winner,winner_short,win_margin,player_of_match
1479,2021,league,Rajasthan Royals,Chennai Super Kings,RR,CSK,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Rajasthan Royals,bat,1,0,83,90,178,150,Rajasthan Royals,RR,3 wickets,Yashasvi Jaiswal
1480,2019,league,Punjab Kings,Royal Challengers Bangalore,PBKS,RCB,"IS Bindra Stadium, Mohali",Mohali,pace,Punjab Kings,field,1,0,75,82,147,120,Punjab Kings,PBKS,16 runs,Jonny Bairstow
1481,2020,league,Rajasthan Royals,Delhi Capitals,RR,DC,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Rajasthan Royals,bat,1,0,83,80,199,204,Delhi Capitals,DC,2 wickets,Rishabh Pant
1482,2021,league,Punjab Kings,Sunrisers Hyderabad,PBKS,SRH,"IS Bindra Stadium, Mohali",Mohali,pace,Sunrisers Hyderabad,field,1,0,75,78,223,252,Sunrisers Hyderabad,SRH,22 runs,Nitish Kumar Reddy
1483,2021,playoff,Chennai Super Kings,Royal Challengers Bangalore,CSK,RCB,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,field,1,0,90,82,144,141,Chennai Super Kings,CSK,13 runs,Ravindra Jadeja
1484,2025,league,Gujarat Titans,Delhi Capitals,GT,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Delhi Capitals,field,0,1,86,80,163,143,Gujarat Titans,GT,5 wickets,David Miller
1485,2020,league,Mumbai Indians,Sunrisers Hyderabad,MI,SRH,"Wankhede Stadium, Mumbai",Mumbai,batting,Sunrisers Hyderabad,field,1,0,88,78,154,182,Sunrisers Hyderabad,SRH,7 wickets,Bhuvneshwar Kumar
1486,2022,league,Gujarat Titans,Royal Challengers Bangalore,GT,RCB,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Gujarat Titans,field,1,0,86,82,152,146,Gujarat Titans,GT,4 wickets,Shubman Gill
1487,2021,league,Gujarat Titans,Sunrisers Hyderabad,GT,SRH,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Gujarat Titans,bat,1,0,86,78,151,116,Gujarat Titans,GT,15 runs,Rahul Tewatia
1488,2018,league,Royal Challengers Bangalore,Sunrisers Hyderabad,RCB,SRH,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Sunrisers Hyderabad,field,0,0,82,78,112,137,Sunrisers Hyderabad,SRH,49 runs,T Natarajan
1489,2021,league,Sunrisers Hyderabad,Delhi Capitals,SRH,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Delhi Capitals,bat,0,1,78,80,155,152,Sunrisers Hyderabad,SRH,6 wickets,Abhishek Sharma
1490,2025,league,Chennai Super Kings,Royal Challengers Bangalore,CSK,RCB,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Royal Challengers Bangalore,field,0,1,90,82,192,210,Royal Challengers Bangalore,RCB,7 wickets,Mohammed Siraj
1491,2026,league,Delhi Capitals,Royal Challengers Bangalore,DC,RCB,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Royal Challengers Bangalore,field,1,0,80,82,139,165,Royal Challengers Bangalore,RCB,2 wickets,Glenn Maxwell
1492,2024,league,Chennai Super Kings,Rajasthan Royals,CSK,RR,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Chennai Super Kings,bat,0,0,90,83,216,181,Chennai Super Kings,CSK,12 runs,Ravindra Jadeja
1493,2022,league,Delhi Capitals,Sunrisers Hyderabad,DC,SRH,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Sunrisers Hyderabad,field,0,1,80,78,131,146,Sunrisers Hyderabad,SRH,2 wickets,Nitish Kumar Reddy
1494,2022,league,Royal Challengers Bangalore,Sunrisers Hyderabad,RCB,SRH,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Sunrisers Hyderabad,field,1,0,82,78,141,149,Sunrisers Hyderabad,SRH,6 wickets,Abhishek Sharma
1495,2019,final,Royal Challengers Bangalore,Lucknow Super Giants,RCB,LSG,"Wankhede Stadium, Mumbai",Mumbai,batting,Lucknow Super Giants,field,0,0,82,81,206,228,Lucknow Super Giants,LSG,6 wickets,Quinton de Kock
1496,2019,league,Punjab Kings,Lucknow Super Giants,PBKS,LSG,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Punjab Kings,bat,0,1,75,81,112,140,Lucknow Super Giants,LSG,1 wickets,Ravi Bishnoi
1497,2024,league,Punjab Kings,Rajasthan Royals,PBKS,RR,"IS Bindra Stadium, Mohali",Mohali,pace,Rajasthan Royals,field,1,0,75,83,176,155,Punjab Kings,PBKS,8 runs,Liam Livingstone
1498,2023,league,Chennai Super Kings,Sunrisers Hyderabad,CSK,SRH,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Chennai Super Kings,bat,0,1,90,78,127,99,Chennai Super Kings,CSK,15 runs,MS Dhoni
1499,2020,league,Royal Challengers Bangalore,Mumbai Indians,RCB,MI,"Eden Gardens, Kolkata",Kolkata,balanced,Royal Challengers Bangalore,field,0,0,82,88,126,91,Royal Challengers Bangalore,RCB,25 runs,Wanindu Hasaranga
1500,2022,league,Punjab Kings,Chennai Super Kings,PBKS,CSK,"IS Bindra Stadium, Mohali",Mohali,pace,Chennai Super Kings,bat,1,0,75,90,163,128,Punjab Kings,PBKS,4 wickets,Shikhar Dhawan
1501,2022,league,Kolkata Knight Riders,Lucknow Super Giants,KKR,LSG,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Lucknow Super Giants,field,0,0,85,81,177,181,Lucknow Super Giants,LSG,14 runs,Ayush Badoni
1502,2022,league,Mumbai Indians,Punjab Kings,MI,PBKS,"Wankhede Stadium, Mumbai",Mumbai,batting,Mumbai Indians,field,1,0,88,75,148,127,Mumbai Indians,MI,47 runs,Jasprit Bumrah
1503,2019,league,Chennai Super Kings,Kolkata Knight Riders,CSK,KKR,"Eden Gardens, Kolkata",Kolkata,balanced,Chennai Super Kings,field,0,1,90,85,125,88,Chennai Super Kings,CSK,21 runs,Devon Conway
1504,2026,league,Sunrisers Hyderabad,Royal Challengers Bangalore,SRH,RCB,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Royal Challengers Bangalore,bat,0,1,78,82,137,142,Royal Challengers Bangalore,RCB,6 wickets,Glenn Maxwell
1505,2026,league,Kolkata Knight Riders,Punjab Kings,KKR,PBKS,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Punjab Kings,bat,0,0,85,75,184,147,Kolkata Knight Riders,KKR,7 wickets,Rinku Singh
1506,2024,playoff,Rajasthan Royals,Gujarat Titans,RR,GT,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Gujarat Titans,field,1,0,83,86,210,186,Rajasthan Royals,RR,6 wickets,Yuzvendra Chahal
1507,2025,league,Rajasthan Royals,Lucknow Super Giants,RR,LSG,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Rajasthan Royals,field,0,1,83,81,133,142,Lucknow Super Giants,LSG,1 wickets,Marcus Stoinis
1508,2025,league,Lucknow Super Giants,Kolkata Knight Riders,LSG,KKR,"Eden Gardens, Kolkata",Kolkata,balanced,Lucknow Super Giants,field,0,1,81,85,156,175,Kolkata Knight Riders,KKR,6 wickets,Venkatesh Iyer
1509,2023,playoff,Kolkata Knight Riders,Mumbai Indians,KKR,MI,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,field,1,0,85,88,145,130,Kolkata Knight Riders,KKR,38 runs,Sunil Narine
1510,2018,league,Sunrisers Hyderabad,Royal Challengers Bangalore,SRH,RCB,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Royal Challengers Bangalore,bat,1,0,78,82,215,182,Sunrisers Hyderabad,SRH,7 wickets,Aiden Markram
1511,2019,league,Royal Challengers Bangalore,Delhi Capitals,RCB,DC,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Delhi Capitals,field,1,0,82,80,176,140,Royal Challengers Bangalore,RCB,43 runs,Rajat Patidar
1512,2018,league,Mumbai Indians,Punjab Kings,MI,PBKS,"Wankhede Stadium, Mumbai",Mumbai,batting,Mumbai Indians,bat,1,0,88,75,166,180,Punjab Kings,PBKS,9 runs,Kagiso Rabada
1513,2019,league,Punjab Kings,Kolkata Knight Riders,PBKS,KKR,"IS Bindra Stadium, Mohali",Mohali,pace,Punjab Kings,field,1,0,75,85,174,160,Punjab Kings,PBKS,26 runs,Jonny Bairstow
1514,2025,league,Mumbai Indians,Rajasthan Royals,MI,RR,"Wankhede Stadium, Mumbai",Mumbai,batting,Rajasthan Royals,field,1,0,88,83,149,127,Mumbai Indians,MI,5 wickets,Piyush Chawla
1515,2021,league,Mumbai Indians,Gujarat Titans,MI,GT,"Wankhede Stadium, Mumbai",Mumbai,batting,Gujarat Titans,field,1,0,88,86,140,105,Mumbai Indians,MI,4 wickets,Piyush Chawla
1516,2026,league,Lucknow Super Giants,Mumbai Indians,LSG,MI,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Mumbai Indians,field,1,0,81,88,142,148,Mumbai Indians,MI,37 runs,Rohit Sharma
1517,2024,league,Mumbai Indians,Gujarat Titans,MI,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Gujarat Titans,field,0,1,88,86,126,141,Gujarat Titans,GT,30 runs,David Miller
1518,2022,league,Punjab Kings,Gujarat Titans,PBKS,GT,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Punjab Kings,field,0,0,75,86,159,139,Punjab Kings,PBKS,3 wickets,Shikhar Dhawan
1519,2019,league,Lucknow Super Giants,Chennai Super Kings,LSG,CSK,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Lucknow Super Giants,bat,0,0,81,90,179,183,Chennai Super Kings,CSK,29 runs,Deepak Chahar
1520,2021,playoff,Rajasthan Royals,Delhi Capitals,RR,DC,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Rajasthan Royals,bat,1,0,83,80,243,231,Rajasthan Royals,RR,36 runs,Sanju Samson
1521,2023,league,Rajasthan Royals,Kolkata Knight Riders,RR,KKR,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Rajasthan Royals,bat,1,0,83,85,233,208,Rajasthan Royals,RR,2 runs,Jos Buttler
1522,2024,playoff,Mumbai Indians,Sunrisers Hyderabad,MI,SRH,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Sunrisers Hyderabad,field,0,1,88,78,164,190,Sunrisers Hyderabad,SRH,48 runs,Heinrich Klaasen
1523,2020,league,Chennai Super Kings,Kolkata Knight Riders,CSK,KKR,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Kolkata Knight Riders,field,1,0,90,85,215,230,Kolkata Knight Riders,KKR,19 runs,Sunil Narine
1524,2024,final,Delhi Capitals,Punjab Kings,DC,PBKS,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Punjab Kings,field,0,0,80,75,129,123,Delhi Capitals,DC,21 runs,David Warner
1525,2022,league,Chennai Super Kings,Sunrisers Hyderabad,CSK,SRH,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Chennai Super Kings,bat,0,1,90,78,171,134,Chennai Super Kings,CSK,6 runs,Devon Conway
1526,2019,league,Rajasthan Royals,Lucknow Super Giants,RR,LSG,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Rajasthan Royals,bat,1,0,83,81,156,123,Rajasthan Royals,RR,9 runs,Sanju Samson
1527,2025,league,Kolkata Knight Riders,Gujarat Titans,KKR,GT,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,field,1,0,85,86,137,161,Gujarat Titans,GT,18 runs,David Miller
1528,2018,league,Lucknow Super Giants,Rajasthan Royals,LSG,RR,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Lucknow Super Giants,field,0,0,81,83,124,146,Rajasthan Royals,RR,28 runs,Yuzvendra Chahal
1529,2018,league,Rajasthan Royals,Mumbai Indians,RR,MI,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Rajasthan Royals,bat,1,0,83,88,110,131,Mumbai Indians,MI,32 runs,Rohit Sharma
1530,2022,league,Mumbai Indians,Royal Challengers Bangalore,MI,RCB,"Wankhede Stadium, Mumbai",Mumbai,batting,Mumbai Indians,field,1,0,88,82,162,122,Mumbai Indians,MI,13 runs,Tilak Varma
1531,2020,league,Rajasthan Royals,Kolkata Knight Riders,RR,KKR,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,field,0,1,83,85,140,141,Kolkata Knight Riders,KKR,5 wickets,Andre Russell
1532,2018,playoff,Gujarat Titans,Sunrisers Hyderabad,GT,SRH,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Gujarat Titans,field,0,1,86,78,179,169,Gujarat Titans,GT,10 runs,Mohammed Shami
1533,2023,league,Sunrisers Hyderabad,Punjab Kings,SRH,PBKS,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Sunrisers Hyderabad,bat,1,0,78,75,175,154,Sunrisers Hyderabad,SRH,49 runs,T Natarajan
1534,2021,league,Mumbai Indians,Kolkata Knight Riders,MI,KKR,"Wankhede Stadium, Mumbai",Mumbai,batting,Mumbai Indians,field,1,0,88,85,195,196,Kolkata Knight Riders,KKR,1 wickets,Venkatesh Iyer
1535,2018,league,Sunrisers Hyderabad,Kolkata Knight Riders,SRH,KKR,"Eden Gardens, Kolkata",Kolkata,balanced,Sunrisers Hyderabad,field,0,1,78,85,162,180,Kolkata Knight Riders,KKR,18 runs,Sunil Narine
1536,2026,league,Delhi Capitals,Royal Challengers Bangalore,DC,RCB,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Royal Challengers Bangalore,field,1,0,80,82,90,80,Delhi Capitals,DC,2 wickets,Anrich Nortje
1537,2020,playoff,Punjab Kings,Gujarat Titans,PBKS,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Gujarat Titans,field,0,1,75,86,193,205,Gujarat Titans,GT,1 wickets,Mohammed Shami
1538,2022,league,Chennai Super Kings,Mumbai Indians,CSK,MI,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Chennai Super Kings,field,0,0,90,88,147,165,Mumbai Indians,MI,6 wickets,Suryakumar Yadav
1539,2021,league,Delhi Capitals,Rajasthan Royals,DC,RR,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Delhi Capitals,field,1,0,80,83,179,195,Rajasthan Royals,RR,4 wickets,Yuzvendra Chahal
1540,2025,league,Royal Challengers Bangalore,Sunrisers Hyderabad,RCB,SRH,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Royal Challengers Bangalore,bat,1,0,82,78,194,187,Royal Challengers Bangalore,RCB,41 runs,Wanindu Hasaranga
1541,2022,league,Mumbai Indians,Lucknow Super Giants,MI,LSG,"Wankhede Stadium, Mumbai",Mumbai,batting,Mumbai Indians,field,1,0,88,81,184,213,Lucknow Super Giants,LSG,41 runs,Quinton de Kock
1542,2021,league,Punjab Kings,Royal Challengers Bangalore,PBKS,RCB,"IS Bindra Stadium, Mohali",Mohali,pace,Royal Challengers Bangalore,field,1,0,75,82,183,172,Punjab Kings,PBKS,4 wickets,Arshdeep Singh
1543,2018,league,Gujarat Titans,Lucknow Super Giants,GT,LSG,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Lucknow Super Giants,field,0,1,86,81,157,168,Lucknow Super Giants,LSG,25 runs,Marcus Stoinis
1544,2021,final,Kolkata Knight Riders,Punjab Kings,KKR,PBKS,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,field,1,0,85,75,136,94,Kolkata Knight Riders,KKR,36 runs,Rinku Singh
1545,2026,playoff,Lucknow Super Giants,Delhi Capitals,LSG,DC,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Lucknow Super Giants,bat,0,0,81,80,139,114,Lucknow Super Giants,LSG,17 runs,Nicholas Pooran
1546,2019,playoff,Punjab Kings,Gujarat Titans,PBKS,GT,"IS Bindra Stadium, Mohali",Mohali,pace,Gujarat Titans,field,1,0,75,86,208,225,Gujarat Titans,GT,1 wickets,Rashid Khan
1547,2019,league,Kolkata Knight Riders,Royal Challengers Bangalore,KKR,RCB,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Kolkata Knight Riders,bat,0,0,85,82,187,145,Kolkata Knight Riders,KKR,45 runs,Andre Russell
1548,2022,league,Rajasthan Royals,Sunrisers Hyderabad,RR,SRH,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Rajasthan Royals,field,0,0,83,78,191,207,Sunrisers Hyderabad,SRH,2 wickets,Heinrich Klaasen
1549,2018,playoff,Kolkata Knight Riders,Lucknow Super Giants,KKR,LSG,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,field,1,0,85,81,169,195,Lucknow Super Giants,LSG,7 wickets,Ayush Badoni
1550,2023,league,Rajasthan Royals,Lucknow Super Giants,RR,LSG,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Lucknow Super Giants,field,0,1,83,81,193,181,Rajasthan Royals,RR,20 runs,Yashasvi Jaiswal
1551,2024,league,Delhi Capitals,Gujarat Titans,DC,GT,"Wankhede Stadium, Mumbai",Mumbai,batting,Delhi Capitals,bat,0,0,80,86,166,122,Delhi Capitals,DC,2 wickets,Tristan Stubbs
1552,2021,league,Sunrisers Hyderabad,Royal Challengers Bangalore,SRH,RCB,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Sunrisers Hyderabad,field,0,0,78,82,172,162,Sunrisers Hyderabad,SRH,13 runs,Bhuvneshwar Kumar
1553,2026,league,Royal Challengers Bangalore,Kolkata Knight Riders,RCB,KKR,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Kolkata Knight Riders,bat,0,0,82,85,181,208,Kolkata Knight Riders,KKR,2 wickets,Sunil Narine
1554,2025,league,Sunrisers Hyderabad,Royal Challengers Bangalore,SRH,RCB,"IS Bindra Stadium, Mohali",Mohali,pace,Royal Challengers Bangalore,field,0,0,78,82,137,98,Sunrisers Hyderabad,SRH,6 wickets,Abhishek Sharma
1555,2025,league,Royal Challengers Bangalore,Mumbai Indians,RCB,MI,"Eden Gardens, Kolkata",Kolkata,balanced,Royal Challengers Bangalore,field,0,0,82,88,166,146,Royal Challengers Bangalore,RCB,1 wickets,Mohammed Siraj
1556,2024,league,Punjab Kings,Sunrisers Hyderabad,PBKS,SRH,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Sunrisers Hyderabad,field,0,0,75,78,179,191,Sunrisers Hyderabad,SRH,3 wickets,Nitish Kumar Reddy
1557,2018,final,Royal Challengers Bangalore,Gujarat Titans,RCB,GT,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Royal Challengers Bangalore,bat,0,0,82,86,199,209,Gujarat Titans,GT,27 runs,David Miller
1558,2026,league,Kolkata Knight Riders,Delhi Capitals,KKR,DC,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Kolkata Knight Riders,field,0,0,85,80,186,172,Kolkata Knight Riders,KKR,33 runs,Andre Russell
1559,2019,league,Kolkata Knight Riders,Gujarat Titans,KKR,GT,"Eden Gardens, Kolkata",Kolkata,balanced,Gujarat Titans,bat,1,0,85,86,165,172,Gujarat Titans,GT,7 wickets,David Miller
1560,2024,league,Gujarat Titans,Delhi Capitals,GT,DC,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Delhi Capitals,field,0,0,86,80,193,180,Gujarat Titans,GT,4 wickets,Rahul Tewatia
1561,2020,league,Kolkata Knight Riders,Chennai Super Kings,KKR,CSK,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,bat,1,0,85,90,184,165,Kolkata Knight Riders,KKR,3 wickets,Venkatesh Iyer
1562,2022,league,Delhi Capitals,Mumbai Indians,DC,MI,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Mumbai Indians,field,0,0,80,88,165,135,Delhi Capitals,DC,41 runs,David Warner
1563,2020,league,Royal Challengers Bangalore,Mumbai Indians,RCB,MI,"IS Bindra Stadium, Mohali",Mohali,pace,Royal Challengers Bangalore,bat,0,0,82,88,152,180,Mumbai Indians,MI,9 runs,Tilak Varma
1564,2025,league,Chennai Super Kings,Kolkata Knight Riders,CSK,KKR,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,bat,1,0,90,85,151,128,Chennai Super Kings,CSK,5 wickets,Ruturaj Gaikwad
1565,2026,league,Rajasthan Royals,Sunrisers Hyderabad,RR,SRH,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Sunrisers Hyderabad,field,0,1,83,78,179,189,Sunrisers Hyderabad,SRH,7 runs,Bhuvneshwar Kumar
1566,2026,league,Kolkata Knight Riders,Chennai Super Kings,KKR,CSK,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,field,0,1,85,90,161,124,Kolkata Knight Riders,KKR,5 wickets,Shreyas Iyer
1567,2026,league,Mumbai Indians,Gujarat Titans,MI,GT,"Wankhede Stadium, Mumbai",Mumbai,batting,Gujarat Titans,field,1,0,88,86,207,213,Gujarat Titans,GT,2 wickets,Rashid Khan
1568,2018,league,Delhi Capitals,Chennai Super Kings,DC,CSK,"IS Bindra Stadium, Mohali",Mohali,pace,Delhi Capitals,field,0,0,80,90,220,244,Chennai Super Kings,CSK,1 wickets,Ravindra Jadeja
1569,2025,league,Royal Challengers Bangalore,Gujarat Titans,RCB,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Gujarat Titans,field,0,1,82,86,209,218,Gujarat Titans,GT,6 wickets,Rashid Khan
1570,2020,league,Chennai Super Kings,Mumbai Indians,CSK,MI,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,field,1,0,90,88,100,82,Chennai Super Kings,CSK,1 wickets,Ravindra Jadeja
1571,2022,final,Rajasthan Royals,Sunrisers Hyderabad,RR,SRH,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Sunrisers Hyderabad,field,1,0,83,78,195,217,Sunrisers Hyderabad,SRH,7 wickets,Heinrich Klaasen
1572,2024,league,Gujarat Titans,Kolkata Knight Riders,GT,KKR,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,bat,0,1,86,85,141,102,Gujarat Titans,GT,24 runs,Rashid Khan
1573,2019,league,Punjab Kings,Kolkata Knight Riders,PBKS,KKR,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Kolkata Knight Riders,bat,0,0,75,85,119,134,Kolkata Knight Riders,KKR,7 wickets,Sunil Narine
1574,2021,league,Kolkata Knight Riders,Punjab Kings,KKR,PBKS,"Wankhede Stadium, Mumbai",Mumbai,batting,Punjab Kings,field,0,0,85,75,153,111,Kolkata Knight Riders,KKR,36 runs,Sunil Narine
1575,2026,league,Lucknow Super Giants,Mumbai Indians,LSG,MI,"Eden Gardens, Kolkata",Kolkata,balanced,Lucknow Super Giants,field,0,0,81,88,135,93,Lucknow Super Giants,LSG,7 runs,Marcus Stoinis
1576,2020,league,Gujarat Titans,Kolkata Knight Riders,GT,KKR,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Gujarat Titans,field,1,0,86,85,183,177,Gujarat Titans,GT,43 runs,Hardik Pandya
1577,2023,league,Kolkata Knight Riders,Chennai Super Kings,KKR,CSK,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Kolkata Knight Riders,bat,0,1,85,90,201,179,Kolkata Knight Riders,KKR,33 runs,Rinku Singh
1578,2026,league,Sunrisers Hyderabad,Punjab Kings,SRH,PBKS,"IS Bindra Stadium, Mohali",Mohali,pace,Punjab Kings,field,0,1,78,75,157,154,Sunrisers Hyderabad,SRH,35 runs,Aiden Markram
1579,2024,league,Kolkata Knight Riders,Delhi Capitals,KKR,DC,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,bat,1,0,85,80,200,214,Delhi Capitals,DC,49 runs,David Warner
1580,2021,league,Lucknow Super Giants,Kolkata Knight Riders,LSG,KKR,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Lucknow Super Giants,field,0,0,81,85,181,195,Kolkata Knight Riders,KKR,20 runs,Andre Russell
1581,2022,league,Royal Challengers Bangalore,Punjab Kings,RCB,PBKS,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Punjab Kings,field,0,0,82,75,172,137,Royal Challengers Bangalore,RCB,1 wickets,Virat Kohli
1582,2026,league,Lucknow Super Giants,Rajasthan Royals,LSG,RR,"Eden Gardens, Kolkata",Kolkata,balanced,Lucknow Super Giants,bat,0,0,81,83,157,178,Rajasthan Royals,RR,6 wickets,Riyan Parag
1583,2022,league,Chennai Super Kings,Mumbai Indians,CSK,MI,"Wankhede Stadium, Mumbai",Mumbai,batting,Mumbai Indians,bat,0,1,90,88,117,93,Chennai Super Kings,CSK,17 runs,Deepak Chahar
1584,2025,league,Delhi Capitals,Sunrisers Hyderabad,DC,SRH,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Delhi Capitals,field,0,1,80,78,173,195,Sunrisers Hyderabad,SRH,45 runs,Abhishek Sharma
1585,2025,league,Lucknow Super Giants,Kolkata Knight Riders,LSG,KKR,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Lucknow Super Giants,field,0,0,81,85,196,188,Lucknow Super Giants,LSG,33 runs,Marcus Stoinis
1586,2025,league,Delhi Capitals,Gujarat Titans,DC,GT,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Delhi Capitals,bat,0,0,80,86,172,178,Gujarat Titans,GT,4 wickets,David Miller
1587,2025,league,Rajasthan Royals,Kolkata Knight Riders,RR,KKR,"Wankhede Stadium, Mumbai",Mumbai,batting,Kolkata Knight Riders,field,0,0,83,85,222,224,Kolkata Knight Riders,KKR,3 wickets,Shreyas Iyer
1588,2019,league,Chennai Super Kings,Punjab Kings,CSK,PBKS,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Punjab Kings,field,1,0,90,75,172,141,Chennai Super Kings,CSK,7 wickets,MS Dhoni
1589,2023,league,Sunrisers Hyderabad,Kolkata Knight Riders,SRH,KKR,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,field,0,1,78,85,235,257,Kolkata Knight Riders,KKR,1 wickets,Varun Chakravarthy
1590,2018,league,Chennai Super Kings,Lucknow Super Giants,CSK,LSG,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,field,1,0,90,81,182,176,Chennai Super Kings,CSK,1 wickets,Ruturaj Gaikwad
1591,2024,league,Lucknow Super Giants,Royal Challengers Bangalore,LSG,RCB,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Lucknow Super Giants,bat,0,0,81,82,227,256,Royal Challengers Bangalore,RCB,6 wickets,Glenn Maxwell
1592,2019,league,Kolkata Knight Riders,Rajasthan Royals,KKR,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Rajasthan Royals,bat,0,1,85,83,179,183,Rajasthan Royals,RR,15 runs,Trent Boult
1593,2022,league,Chennai Super Kings,Sunrisers Hyderabad,CSK,SRH,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,field,1,0,90,78,133,141,Sunrisers Hyderabad,SRH,47 runs,Aiden Markram
