match_id,team1,team2,venue,pitch_type,match_format,toss_winner,toss_decision,team1_home,team2_home,team1_strength,team2_strength,team1_score,team2_score,winner
2526,Pakistan,West Indies,"Gaddafi Stadium, Lahore",spin,ODI,Pakistan,bat,1,0,80,68,263,297,West Indies
2527,Pakistan,West Indies,"Kensington Oval, Barbados",batting,T20,Pakistan,field,0,1,80,68,140,96,Pakistan
2528,New Zealand,Australia,"MA Chidambaram Stadium, Chennai",spin,T20,New Zealand,field,0,0,83,90,215,166,New Zealand
2529,South Africa,Bangladesh,"Gaddafi Stadium, Lahore",spin,T20,Bangladesh,field,0,0,84,65,158,174,Bangladesh
2530,Pakistan,Australia,"R. Premadasa Stadium, Colombo",spin,T20,Australia,field,0,0,80,90,101,125,Australia
2531,India,Pakistan,"R. Premadasa Stadium, Colombo",spin,T20,Pakistan,field,0,0,92,80,172,158,India
2532,New Zealand,West Indies,Dubai International Stadium,spin,ODI,New Zealand,field,0,0,83,68,266,217,New Zealand
2533,Bangladesh,Sri Lanka,"R. Premadasa Stadium, Colombo",spin,ODI,Bangladesh,bat,0,1,65,72,282,294,Sri Lanka
2534,Pakistan,West Indies,Dubai International Stadium,spin,ODI,Pakistan,field,1,0,80,68,210,183,Pakistan
2535,West Indies,New Zealand,"Gaddafi Stadium, Lahore",spin,T20,West Indies,bat,0,0,68,83,264,240,West Indies
2536,India,New Zealand,Dubai International Stadium,spin,ODI,New Zealand,field,0,0,92,83,283,208,India
2537,Australia,West Indies,"Hagley Oval, Christchurch",pace,T20,Australia,bat,0,0,90,68,154,122,Australia
2538,Afghanistan,Pakistan,"Lord's, London",pace,T20,Pakistan,bat,0,0,70,80,183,159,Afghanistan
2539,Bangladesh,New Zealand,"Lord's, London",pace,ODI,Bangladesh,bat,0,0,65,83,189,206,New Zealand
2540,Pakistan,Sri Lanka,"Hagley Oval, Christchurch",pace,T20,Sri Lanka,field,0,0,80,72,197,186,Pakistan
2541,Afghanistan,New Zealand,"The Oval, London",balanced,ODI,New Zealand,bat,0,0,70,83,276,218,Afghanistan
2542,India,Pakistan,"MA Chidambaram Stadium, Chennai",spin,T20,Pakistan,field,1,0,92,80,118,85,India
2543,Australia,England,Melbourne Cricket Ground,pace,ODI,Australia,field,1,0,90,85,334,320,Australia
2544,West Indies,England,"R. Premadasa Stadium, Colombo",spin,ODI,West Indies,field,0,0,68,85,308,322,England
2545,Bangladesh,Australia,"Newlands, Cape Town",pace,ODI,Australia,field,0,0,65,90,217,186,Bangladesh
2546,Sri Lanka,Australia,Dubai International Stadium,spin,ODI,Sri Lanka,bat,0,0,72,90,235,229,Sri Lanka
2547,Australia,South Africa,"The Oval, London",balanced,T20,South Africa,field,0,0,90,84,138,162,South Africa
2548,West Indies,England,Sydney Cricket Ground,balanced,T20,England,bat,0,0,68,85,184,201,England
2549,West Indies,New Zealand,"Wankhede Stadium, Mumbai",batting,T20,New Zealand,field,0,0,68,83,215,208,West Indies
2550,Afghanistan,Australia,"MA Chidambaram Stadium, Chennai",spin,T20,Australia,field,0,0,70,90,137,157,Australia
2551,South Africa,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,ODI,Afghanistan,field,0,0,84,70,234,263,Afghanistan
2552,Pakistan,South Africa,"Kensington Oval, Barbados",batting,T20,South Africa,bat,0,0,80,84,145,154,South Africa
2553,West Indies,Sri Lanka,"Kensington Oval, Barbados",batting,T20,Sri Lanka,field,1,0,68,72,110,88,West Indies
2554,New Zealand,Pakistan,Dubai International Stadium,spin,T20,Pakistan,bat,0,1,83,80,90,60,New Zealand
2555,Pakistan,New Zealand,Dubai International Stadium,spin,T20,New Zealand,bat,1,0,80,83,138,160,New Zealand
2556,England,Sri Lanka,"Hagley Oval, Christchurch",pace,T20,England,bat,0,0,85,72,146,123,England
2557,England,New Zealand,Melbourne Cricket Ground,pace,ODI,England,bat,0,0,85,83,165,150,England
2558,Afghanistan,New Zealand,"MA Chidambaram Stadium, Chennai",spin,T20,Afghanistan,bat,0,0,70,83,250,255,New Zealand
2559,New Zealand,Afghanistan,Sydney Cricket Ground,balanced,T20,New Zealand,field,0,0,83,70,158,114,New Zealand
2560,Pakistan,England,"Wankhede Stadium, Mumbai",batting,T20,Pakistan,field,0,0,80,85,183,149,Pakistan
2561,Sri Lanka,Afghanistan,"R. Premadasa Stadium, Colombo",spin,T20,Afghanistan,bat,1,0,72,70,180,208,Afghanistan
2562,New Zealand,Australia,"MA Chidambaram Stadium, Chennai",spin,T20,New Zealand,field,0,0,83,90,174,184,Australia
2563,Bangladesh,India,"MA Chidambaram Stadium, Chennai",spin,ODI,Bangladesh,field,0,1,65,92,228,163,Bangladesh
2564,Australia,Sri Lanka,"Hagley Oval, Christchurch",pace,ODI,Australia,field,0,0,90,72,308,270,Australia
2565,Afghanistan,Sri Lanka,Dubai International Stadium,spin,T20,Sri Lanka,field,0,0,70,72,177,204,Sri Lanka
2566,Sri Lanka,New Zealand,Melbourne Cricket Ground,pace,T20,New Zealand,bat,0,0,72,83,113,136,New Zealand
2567,New Zealand,Sri Lanka,"Lord's, London",pace,ODI,New Zealand,field,0,0,83,72,235,281,Sri Lanka
2568,Afghanistan,Bangladesh,"The Oval, London",balanced,ODI,Bangladesh,bat,0,0,70,65,240,169,Afghanistan
2569,New Zealand,Pakistan,"Gaddafi Stadium, Lahore",spin,T20,New Zealand,field,0,1,83,80,120,123,Pakistan
2570,Afghanistan,England,"R. Premadasa Stadium, Colombo",spin,T20,England,field,0,0,70,85,155,132,Afghanistan
2571,Afghanistan,Australia,Melbourne Cricket Ground,pace,T20,Australia,field,0,1,70,90,203,209,Australia
2572,India,Australia,Melbourne Cricket Ground,pace,T20,India,bat,0,1,92,90,211,232,Australia
2573,South Africa,India,"Shere Bangla Stadium, Dhaka",spin,ODI,South Africa,field,0,0,84,92,271,279,India
2574,India,Bangladesh,Melbourne Cricket Ground,pace,ODI,Bangladesh,bat,0,0,92,65,300,268,India
2575,New Zealand,Bangladesh,"Newlands, Cape Town",pace,T20,New Zealand,bat,0,0,83,65,167,172,Bangladesh
2576,South Africa,New Zealand,"Lord's, London",pace,T20,New Zealand,bat,0,0,84,83,155,175,New Zealand
2577,West Indies,Pakistan,Melbourne Cricket Ground,pace,ODI,Pakistan,bat,0,0,68,80,243,215,West Indies
2578,West Indies,India,"The Oval, London",balanced,T20,India,field,0,0,68,92,177,173,West Indies
2579,India,New Zealand,Sydney Cricket Ground,balanced,ODI,India,field,0,0,92,83,189,197,New Zealand
2580,New Zealand,South Africa,"Wankhede Stadium, Mumbai",batting,ODI,New Zealand,bat,0,0,83,84,181,219,South Africa
2581,Sri Lanka,South Africa,"Gaddafi Stadium, Lahore",spin,ODI,South Africa,field,0,0,72,84,270,295,South Africa
2582,England,Bangladesh,"Gaddafi Stadium, Lahore",spin,ODI,Bangladesh,field,0,0,85,65,190,218,Bangladesh
2583,Sri Lanka,England,"Gaddafi Stadium, Lahore",spin,T20,England,field,0,0,72,85,157,161,England
2584,Sri Lanka,New Zealand,"Shere Bangla Stadium, Dhaka",spin,ODI,New Zealand,field,0,0,72,83,275,258,Sri Lanka
2585,New Zealand,England,Melbourne Cricket Ground,pace,ODI,England,bat,0,0,83,85,209,182,New Zealand
2586,Pakistan,South Africa,"Eden Gardens, Kolkata",balanced,T20,Pakistan,field,0,0,80,84,156,180,South Africa
2587,India,South Africa,Sydney Cricket Ground,balanced,ODI,South Africa,bat,0,0,92,84,224,225,South Africa
2588,Australia,England,"MA Chidambaram Stadium, Chennai",spin,ODI,Australia,field,0,0,90,85,215,260,England
2589,India,Australia,"The Oval, London",balanced,ODI,Australia,field,0,0,92,90,246,202,India
2590,Pakistan,New Zealand,"Hagley Oval, Christchurch",pace,ODI,Pakistan,field,0,1,80,83,271,277,New Zealand
2591,Bangladesh,India,"Wankhede Stadium, Mumbai",batting,T20,Bangladesh,bat,0,1,65,92,157,161,India
2592,Afghanistan,West Indies,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,Afghanistan,field,0,0,70,68,393,365,Afghanistan
2593,England,West Indies,"Gaddafi Stadium, Lahore",spin,ODI,West Indies,bat,0,0,85,68,278,316,West Indies
2594,England,Pakistan,Melbourne Cricket Ground,pace,T20,England,bat,0,0,85,80,135,129,England
2595,New Zealand,England,"Kensington Oval, Barbados",batting,ODI,England,field,0,0,83,85,317,336,England
2596,Afghanistan,Australia,"Hagley Oval, Christchurch",pace,ODI,Afghanistan,bat,0,0,70,90,135,142,Australia
2597,Australia,New Zealand,"Shere Bangla Stadium, Dhaka",spin,T20,New Zealand,field,0,0,90,83,90,91,New Zealand
2598,Australia,West Indies,"R. Premadasa Stadium, Colombo",spin,ODI,Australia,field,0,0,90,68,305,335,West Indies
2599,India,Pakistan,"Lord's, London",pace,ODI,India,field,0,0,92,80,240,233,India
2600,South Africa,Australia,"MA Chidambaram Stadium, Chennai",spin,ODI,South Africa,bat,0,0,84,90,216,201,South Africa
2601,Pakistan,Bangladesh,"Lord's, London",pace,T20,Pakistan,field,0,0,80,65,124,151,Bangladesh
2602,South Africa,West Indies,"Eden Gardens, Kolkata",balanced,T20,West Indies,bat,0,0,84,68,186,169,South Africa
2603,Australia,South Africa,"Newlands, Cape Town",pace,T20,South Africa,field,0,1,90,84,116,83,Australia
2604,India,Afghanistan,"Kensington Oval, Barbados",batting,T20,India,bat,0,0,92,70,169,134,India
2605,South Africa,New Zealand,"M. Chinnaswamy Stadium, Bangalore",batting,T20,South Africa,field,0,0,84,83,179,199,New Zealand
2606,Sri Lanka,South Africa,"Wankhede Stadium, Mumbai",batting,T20,Sri Lanka,field,0,0,72,84,176,191,South Africa
2607,Afghanistan,India,"MA Chidambaram Stadium, Chennai",spin,T20,India,field,0,1,70,92,216,231,India
2608,Afghanistan,Bangladesh,"Hagley Oval, Christchurch",pace,T20,Afghanistan,bat,0,0,70,65,145,126,Afghanistan
2609,Bangladesh,Pakistan,"Eden Gardens, Kolkata",balanced,T20,Pakistan,bat,0,0,65,80,198,223,Pakistan
2610,New Zealand,Pakistan,"MA Chidambaram Stadium, Chennai",spin,T20,New Zealand,field,0,0,83,80,143,162,Pakistan
2611,Bangladesh,India,"Lord's, London",pace,ODI,Bangladesh,field,0,0,65,92,230,209,Bangladesh
2612,Afghanistan,New Zealand,"M. Chinnaswamy Stadium, Bangalore",batting,T20,New Zealand,bat,0,0,70,83,195,179,Afghanistan
2613,Pakistan,South Africa,"M. Chinnaswamy Stadium, Bangalore",batting,T20,South Africa,bat,0,0,80,84,172,199,South Africa
2614,West Indies,New Zealand,"Shere Bangla Stadium, Dhaka",spin,ODI,New Zealand,field,0,0,68,83,362,408,New Zealand
2615,New Zealand,Pakistan,"Lord's, London",pace,T20,Pakistan,field,0,0,83,80,154,139,New Zealand
2616,Sri Lanka,South Africa,Dubai International Stadium,spin,ODI,South Africa,field,0,0,72,84,269,229,Sri Lanka
2617,Sri Lanka,Pakistan,"R. Premadasa Stadium, Colombo",spin,ODI,Pakistan,bat,1,0,72,80,252,290,Pakistan
2618,Bangladesh,South Africa,"Eden Gardens, Kolkata",balanced,T20,Bangladesh,field,0,0,65,84,163,184,South Africa
2619,West Indies,England,"Hagley Oval, Christchurch",pace,ODI,England,bat,0,0,68,85,174,149,West Indies
2620,Pakistan,Afghanistan,"Gaddafi Stadium, Lahore",spin,T20,Pakistan,field,1,0,80,70,153,128,Pakistan
2621,England,Pakistan,"Kensington Oval, Barbados",batting,T20,Pakistan,bat,0,0,85,80,146,130,England
2622,Sri Lanka,Bangladesh,"Eden Gardens, Kolkata",balanced,ODI,Sri Lanka,bat,0,0,72,65,184,139,Sri Lanka
2623,Australia,West Indies,"Shere Bangla Stadium, Dhaka",spin,ODI,West Indies,field,0,0,90,68,181,170,Australia
2624,Sri Lanka,West Indies,Melbourne Cricket Ground,pace,ODI,Sri Lanka,field,0,0,72,68,205,195,Sri Lanka
2625,Afghanistan,England,Melbourne Cricket Ground,pace,ODI,Afghanistan,bat,0,0,70,85,334,258,Afghanistan
2626,Pakistan,Australia,"Wankhede Stadium, Mumbai",batting,ODI,Pakistan,field,0,0,80,90,301,336,Australia
2627,South Africa,India,"Newlands, Cape Town",pace,ODI,South Africa,field,1,0,84,92,312,242,South Africa
2628,West Indies,New Zealand,"Eden Gardens, Kolkata",balanced,T20,West Indies,bat,0,0,68,83,126,122,West Indies
2629,Afghanistan,India,"Lord's, London",pace,T20,Afghanistan,bat,0,0,70,92,168,189,India
2630,New Zealand,Sri Lanka,Sydney Cricket Ground,balanced,T20,New Zealand,field,0,0,83,72,142,106,New Zealand
2631,Australia,Pakistan,Sydney Cricket Ground,balanced,T20,Pakistan,field,1,0,90,80,189,212,Pakistan
2632,England,New Zealand,"Shere Bangla Stadium, Dhaka",spin,T20,New Zealand,field,0,0,85,83,197,181,England
2633,Australia,South Africa,"Lord's, London",pace,T20,South Africa,field,0,0,90,84,140,100,Australia
2634,England,India,"Hagley Oval, Christchurch",pace,T20,England,field,0,0,85,92,179,165,England
2635,New Zealand,Sri Lanka,Dubai International Stadium,spin,T20,New Zealand,field,0,0,83,72,162,183,Sri Lanka
2636,Afghanistan,South Africa,"Newlands, Cape Town",pace,T20,South Africa,bat,0,1,70,84,126,118,Afghanistan
2637,Bangladesh,Pakistan,"Eden Gardens, Kolkata",balanced,T20,Pakistan,field,0,0,65,80,146,123,Bangladesh
2638,India,Sri Lanka,"MA Chidambaram Stadium, Chennai",spin,T20,India,field,1,0,92,72,214,184,India
2639,Pakistan,Australia,Sydney Cricket Ground,balanced,ODI,Australia,field,0,1,80,90,225,266,Australia
2640,West Indies,Sri Lanka,Sydney Cricket Ground,balanced,ODI,West Indies,bat,0,0,68,72,284,322,Sri Lanka
2641,Sri Lanka,Bangladesh,"Newlands, Cape Town",pace,ODI,Bangladesh,field,0,0,72,65,155,174,Bangladesh
2642,New Zealand,West Indies,"Lord's, London",pace,T20,West Indies,bat,0,0,83,68,144,156,West Indies
2643,New Zealand,West Indies,"Shere Bangla Stadium, Dhaka",spin,ODI,New Zealand,field,0,0,83,68,198,225,West Indies
2644,Afghanistan,India,"Gaddafi Stadium, Lahore",spin,T20,Afghanistan,field,0,0,70,92,193,179,Afghanistan
2645,Pakistan,Australia,Melbourne Cricket Ground,pace,T20,Pakistan,field,0,1,80,90,110,83,Pakistan
2646,Bangladesh,Afghanistan,Sydney Cricket Ground,balanced,T20,Bangladesh,field,0,0,65,70,170,197,Afghanistan
2647,England,New Zealand,Sydney Cricket Ground,balanced,ODI,New Zealand,field,0,0,85,83,275,324,New Zealand
2648,Australia,India,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,India,field,0,1,90,92,284,210,Australia
2649,Afghanistan,New Zealand,"MA Chidambaram Stadium, Chennai",spin,ODI,Afghanistan,field,0,0,70,83,365,394,New Zealand
2650,Afghanistan,Sri Lanka,"MA Chidambaram Stadium, Chennai",spin,T20,Sri Lanka,field,0,0,70,72,102,82,Afghanistan
2651,India,Sri Lanka,"Eden Gardens, Kolkata",balanced,ODI,India,bat,1,0,92,72,327,284,India
2652,South Africa,Sri Lanka,"R. Premadasa Stadium, Colombo",spin,T20,South Africa,field,0,1,84,72,174,149,South Africa
2653,England,Afghanistan,"Lord's, London",pace,ODI,England,bat,1,0,85,70,295,286,England
2654,West Indies,Australia,"R. Premadasa Stadium, Colombo",spin,T20,West Indies,field,0,0,68,90,107,86,West Indies
2655,New Zealand,England,"M. Chinnaswamy Stadium, Bangalore",batting,T20,England,bat,0,0,83,85,196,173,New Zealand
2656,Afghanistan,Australia,"R. Premadasa Stadium, Colombo",spin,T20,Australia,field,0,0,70,90,189,170,Afghanistan
2657,Pakistan,Sri Lanka,"R. Premadasa Stadium, Colombo",spin,T20,Sri Lanka,bat,0,1,80,72,135,107,Pakistan
2658,South Africa,Afghanistan,"R. Premadasa Stadium, Colombo",spin,ODI,South Africa,bat,0,0,84,70,234,282,Afghanistan
2659,Sri Lanka,South Africa,"Newlands, Cape Town",pace,T20,Sri Lanka,bat,0,1,72,84,190,191,South Africa
2660,West Indies,Bangladesh,"Kensington Oval, Barbados",batting,T20,West Indies,field,1,0,68,65,185,178,West Indies
2661,India,England,"The Oval, London",balanced,ODI,England,bat,0,1,92,85,196,240,England
2662,Pakistan,New Zealand,"MA Chidambaram Stadium, Chennai",spin,ODI,New Zealand,bat,0,0,80,83,227,244,New Zealand
2663,Australia,South Africa,"Newlands, Cape Town",pace,ODI,South Africa,field,0,1,90,84,273,237,Australia
2664,New Zealand,Sri Lanka,"Kensington Oval, Barbados",batting,T20,Sri Lanka,bat,0,0,83,72,188,193,Sri Lanka
2665,Bangladesh,West Indies,"Kensington Oval, Barbados",batting,ODI,Bangladesh,field,0,1,65,68,325,333,West Indies
2666,West Indies,India,"The Oval, London",balanced,ODI,West Indies,bat,0,0,68,92,261,255,West Indies
2667,New Zealand,England,"M. Chinnaswamy Stadium, Bangalore",batting,T20,England,field,0,0,83,85,123,127,England
2668,Afghanistan,South Africa,"Gaddafi Stadium, Lahore",spin,T20,South Africa,bat,0,0,70,84,112,140,South Africa
2669,Australia,England,Dubai International Stadium,spin,T20,England,bat,0,0,90,85,156,123,Australia
2670,West Indies,Afghanistan,"Kensington Oval, Barbados",batting,T20,West Indies,field,1,0,68,70,215,196,West Indies
2671,New Zealand,South Africa,"Newlands, Cape Town",pace,ODI,New Zealand,bat,0,1,83,84,266,247,New Zealand
2672,Pakistan,Bangladesh,"Eden Gardens, Kolkata",balanced,ODI,Bangladesh,field,0,0,80,65,325,350,Bangladesh
2673,Pakistan,England,"Gaddafi Stadium, Lahore",spin,ODI,England,bat,1,0,80,85,288,240,Pakistan
2674,Pakistan,India,"Kensington Oval, Barbados",batting,ODI,India,bat,0,0,80,92,274,303,India
2675,Pakistan,Australia,"MA Chidambaram Stadium, Chennai",spin,T20,Australia,field,0,0,80,90,141,129,Pakistan
2676,New Zealand,West Indies,"Kensington Oval, Barbados",batting,ODI,West Indies,field,0,1,83,68,278,205,New Zealand
2677,New Zealand,England,"Shere Bangla Stadium, Dhaka",spin,ODI,England,bat,0,0,83,85,246,273,England
2678,Australia,West Indies,"Newlands, Cape Town",pace,ODI,West Indies,field,0,0,90,68,266,253,Australia
2679,England,Pakistan,"The Oval, London",balanced,T20,England,field,1,0,85,80,114,106,England
2680,Pakistan,Australia,"Wankhede Stadium, Mumbai",batting,T20,Pakistan,bat,0,0,80,90,182,197,Australia
2681,Afghanistan,England,Sydney Cricket Ground,balanced,ODI,England,field,0,0,70,85,314,319,England
2682,India,West Indies,"Shere Bangla Stadium, Dhaka",spin,T20,West Indies,field,0,0,92,68,144,148,West Indies
2683,Sri Lanka,Australia,"Kensington Oval, Barbados",batting,ODI,Australia,field,0,0,72,90,364,407,Australia
2684,West Indies,England,"R. Premadasa Stadium, Colombo",spin,ODI,West Indies,field,0,0,68,85,314,343,England
2685,South Africa,Pakistan,"Newlands, Cape Town",pace,T20,South Africa,bat,1,0,84,80,143,159,Pakistan
2686,South Africa,England,Melbourne Cricket Ground,pace,T20,England,bat,0,0,84,85,206,234,England
2687,Pakistan,Afghanistan,"Kensington Oval, Barbados",batting,T20,Pakistan,bat,0,0,80,70,153,144,Pakistan
2688,Pakistan,England,"MA Chidambaram Stadium, Chennai",spin,T20,Pakistan,bat,0,0,80,85,133,93,Pakistan
2689,England,New Zealand,"MA Chidambaram Stadium, Chennai",spin,ODI,New Zealand,field,0,0,85,83,355,358,New Zealand
2690,Afghanistan,New Zealand,"Hagley Oval, Christchurch",pace,T20,Afghanistan,field,0,1,70,83,216,181,Afghanistan
2691,Australia,South Africa,"Kensington Oval, Barbados",batting,ODI,Australia,bat,0,0,90,84,280,243,Australia
2692,Afghanistan,New Zealand,"The Oval, London",balanced,T20,New Zealand,field,0,0,70,83,203,211,New Zealand
2693,Pakistan,India,"MA Chidambaram Stadium, Chennai",spin,T20,India,field,0,1,80,92,185,214,India
2694,New Zealand,England,"Eden Gardens, Kolkata",balanced,T20,New Zealand,field,0,0,83,85,146,129,New Zealand
2695,Australia,Bangladesh,Sydney Cricket Ground,balanced,ODI,Australia,field,1,0,90,65,352,394,Bangladesh
2696,Pakistan,Sri Lanka,"Lord's, London",pace,T20,Sri Lanka,field,0,0,80,72,144,112,Pakistan
2697,New Zealand,Pakistan,"Gaddafi Stadium, Lahore",spin,T20,New Zealand,field,0,1,83,80,171,128,New Zealand
2698,Pakistan,Sri Lanka,"MA Chidambaram Stadium, Chennai",spin,ODI,Pakistan,field,0,0,80,72,284,253,Pakistan
2699,Australia,England,"Eden Gardens, Kolkata",balanced,ODI,England,field,0,0,90,85,281,210,Australia
2700,Afghanistan,England,"Kensington Oval, Barbados",batting,ODI,England,field,0,0,70,85,184,201,England
2701,Australia,England,Melbourne Cricket Ground,pace,ODI,England,bat,1,0,90,85,199,220,England
2702,South Africa,Bangladesh,"Wankhede Stadium, Mumbai",batting,ODI,South Africa,bat,0,0,84,65,215,192,South Africa
2703,New Zealand,Pakistan,Melbourne Cricket Ground,pace,ODI,Pakistan,field,0,0,83,80,170,91,New Zealand
2704,India,England,"Gaddafi Stadium, Lahore",spin,ODI,India,field,0,0,92,85,278,262,India
2705,Afghanistan,Bangladesh,Sydney Cricket Ground,balanced,T20,Bangladesh,field,0,0,70,65,184,199,Bangladesh
2706,Bangladesh,Afghanistan,"Shere Bangla Stadium, Dhaka",spin,ODI,Afghanistan,bat,1,0,65,70,283,205,Bangladesh
2707,Bangladesh,Sri Lanka,"Gaddafi Stadium, Lahore",spin,T20,Bangladesh,bat,0,0,65,72,158,123,Bangladesh
2708,Australia,England,"The Oval, London",balanced,T20,Australia,bat,0,1,90,85,183,154,Australia
2709,Pakistan,South Africa,"Shere Bangla Stadium, Dhaka",spin,ODI,South Africa,field,0,0,80,84,356,396,South Africa
2710,Sri Lanka,Afghanistan,"The Oval, London",balanced,T20,Afghanistan,bat,0,0,72,70,169,176,Afghanistan
2711,Pakistan,Afghanistan,"M. Chinnaswamy Stadium, Bangalore",batting,T20,Afghanistan,bat,0,0,80,70,152,161,Afghanistan
2712,West Indies,Pakistan,"R. Premadasa Stadium, Colombo",spin,ODI,West Indies,field,0,0,68,80,278,259,West Indies
2713,England,New Zealand,"Gaddafi Stadium, Lahore",spin,T20,England,field,0,0,85,83,172,159,England
2714,Australia,Pakistan,"Wankhede Stadium, Mumbai",batting,T20,Australia,field,0,0,90,80,111,99,Australia
2715,Afghanistan,England,Sydney Cricket Ground,balanced,T20,England,field,0,0,70,85,139,123,Afghanistan
2716,Sri Lanka,England,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,Sri Lanka,field,0,0,72,85,242,217,Sri Lanka
2717,New Zealand,Bangladesh,"R. Premadasa Stadium, Colombo",spin,T20,New Zealand,field,0,0,83,65,153,161,Bangladesh
2718,Pakistan,Bangladesh,"MA Chidambaram Stadium, Chennai",spin,T20,Bangladesh,field,0,0,80,65,198,177,Pakistan
2719,Sri Lanka,Australia,"The Oval, London",balanced,T20,Sri Lanka,field,0,0,72,90,131,150,Australia
2720,England,Afghanistan,"Gaddafi Stadium, Lahore",spin,T20,Afghanistan,field,0,0,85,70,144,159,Afghanistan
2721,South Africa,Pakistan,"Wankhede Stadium, Mumbai",batting,T20,South Africa,field,0,0,84,80,145,148,Pakistan
2722,Sri Lanka,Australia,Dubai International Stadium,spin,ODI,Sri Lanka,field,0,0,72,90,238,281,Australia
2723,Bangladesh,Australia,"Hagley Oval, Christchurch",pace,ODI,Australia,field,0,0,65,90,294,307,Australia
2724,West Indies,Australia,"Gaddafi Stadium, Lahore",spin,T20,West Indies,field,0,0,68,90,177,201,Australia
2725,England,Afghanistan,"Eden Gardens, Kolkata",balanced,ODI,Afghanistan,field,0,0,85,70,253,198,England
2726,Bangladesh,New Zealand,"Eden Gardens, Kolkata",balanced,ODI,Bangladesh,field,0,0,65,83,250,257,New Zealand
2727,Australia,Afghanistan,"Lord's, London",pace,T20,Australia,field,0,0,90,70,155,163,Afghanistan
2728,Australia,England,"Lord's, London",pace,ODI,Australia,field,0,1,90,85,315,246,Australia
2729,Bangladesh,India,"Lord's, London",pace,ODI,Bangladesh,field,0,0,65,92,231,247,India
2730,Sri Lanka,India,"MA Chidambaram Stadium, Chennai",spin,T20,Sri Lanka,field,0,1,72,92,170,189,India
2731,Bangladesh,New Zealand,"Eden Gardens, Kolkata",balanced,ODI,Bangladesh,field,0,0,65,83,216,217,New Zealand
2732,Pakistan,England,"R. Premadasa Stadium, Colombo",spin,T20,Pakistan,field,0,0,80,85,173,188,England
2733,Afghanistan,Pakistan,"The Oval, London",balanced,ODI,Pakistan,field,0,0,70,80,177,210,Pakistan
2734,Sri Lanka,West Indies,"Shere Bangla Stadium, Dhaka",spin,ODI,Sri Lanka,bat,0,0,72,68,207,254,West Indies
2735,Afghanistan,Australia,"Kensington Oval, Barbados",batting,ODI,Afghanistan,field,0,0,70,90,339,369,Australia
2736,India,Sri Lanka,"Hagley Oval, Christchurch",pace,T20,Sri Lanka,field,0,0,92,72,171,161,India
2737,New Zealand,Sri Lanka,"Wankhede Stadium, Mumbai",batting,ODI,New Zealand,bat,0,0,83,72,378,397,Sri Lanka
2738,New Zealand,South Africa,"MA Chidambaram Stadium, Chennai",spin,ODI,South Africa,field,0,0,83,84,168,197,South Africa
2739,Australia,Afghanistan,Melbourne Cricket Ground,pace,T20,Afghanistan,field,1,0,90,70,136,100,Australia
2740,Sri Lanka,Bangladesh,"Eden Gardens, Kolkata",balanced,T20,Bangladesh,field,0,0,72,65,160,164,Bangladesh
2741,Afghanistan,India,"Eden Gardens, Kolkata",balanced,T20,Afghanistan,field,0,1,70,92,173,182,India
2742,South Africa,Pakistan,"Newlands, Cape Town",pace,T20,Pakistan,field,1,0,84,80,100,110,Pakistan
2743,Sri Lanka,India,Melbourne Cricket Ground,pace,T20,India,bat,0,0,72,92,173,190,India
2744,England,South Africa,"Wankhede Stadium, Mumbai",batting,ODI,England,bat,0,0,85,84,331,290,England
2745,Bangladesh,India,"R. Premadasa Stadium, Colombo",spin,ODI,India,bat,0,0,65,92,279,308,India
2746,Pakistan,India,"The Oval, London",balanced,T20,Pakistan,field,0,0,80,92,186,179,Pakistan
2747,Australia,New Zealand,"Kensington Oval, Barbados",batting,ODI,New Zealand,field,0,0,90,83,331,282,Australia
2748,New Zealand,Australia,"Shere Bangla Stadium, Dhaka",spin,ODI,New Zealand,bat,0,0,83,90,193,170,New Zealand
2749,England,Sri Lanka,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,Sri Lanka,bat,0,0,85,72,312,286,England
2750,Sri Lanka,Bangladesh,"Wankhede Stadium, Mumbai",batting,T20,Bangladesh,field,0,0,72,65,183,170,Sri Lanka
2751,Sri Lanka,Afghanistan,"Wankhede Stadium, Mumbai",batting,ODI,Sri Lanka,bat,0,0,72,70,224,215,Sri Lanka
2752,Australia,India,Melbourne Cricket Ground,pace,ODI,Australia,field,1,0,90,92,154,130,Australia
2753,Sri Lanka,Pakistan,"Eden Gardens, Kolkata",balanced,T20,Sri Lanka,field,0,0,72,80,160,175,Pakistan
2754,England,South Africa,Dubai International Stadium,spin,ODI,South Africa,field,0,0,85,84,245,292,South Africa
2755,Australia,New Zealand,Melbourne Cricket Ground,pace,T20,Australia,field,1,0,90,83,181,145,Australia
2756,Australia,New Zealand,"Gaddafi Stadium, Lahore",spin,T20,Australia,bat,0,0,90,83,107,73,Australia
2757,Bangladesh,West Indies,"Shere Bangla Stadium, Dhaka",spin,ODI,West Indies,bat,1,0,65,68,271,213,Bangladesh
2758,South Africa,India,"Eden Gardens, Kolkata",balanced,ODI,South Africa,bat,0,1,84,92,258,299,India
2759,India,England,"Kensington Oval, Barbados",batting,T20,India,field,0,0,92,85,180,142,India
