innings_id,batsman,team,opponent,venue,pitch_type,match_format,batting_avg,strike_rate,batting_style,batting_position,is_home,opponent_strength,runs_scored,balls_faced,fours,sixes,not_out
4346,Tamim Iqbal,Bangladesh,Sri Lanka,"Shere Bangla Stadium, Dhaka",spin,ODI,36.1,80.5,left,1,1,72,1,1,0,0,0
4347,Charith Asalanka,Sri Lanka,Australia,"Hagley Oval, Christchurch",pace,ODI,35.2,92.1,left,5,0,90,0,1,0,0,0
4348,Kane Williamson,New Zealand,Pakistan,Melbourne Cricket Ground,pace,T20,48.5,81.3,right,4,0,80,43,39,2,0,0
4349,Azmatullah Omarzai,Afghanistan,Australia,"R. Premadasa Stadium, Colombo",spin,T20,32.4,96.8,right,5,0,90,33,38,2,0,0
4350,Virat Kohli,India,Australia,"Newlands, Cape Town",pace,ODI,59.1,93.2,right,3,0,90,0,1,0,0,0
4351,Imam-ul-Haq,Pakistan,Australia,"R. Premadasa Stadium, Colombo",spin,T20,49.5,79.1,left,1,0,90,10,13,0,0,0
4352,Rahmanullah Gurbaz,Afghanistan,South Africa,"Lord's, London",pace,ODI,38.1,102.5,right,1,0,84,11,9,0,0,0
4353,Babar Azam,Pakistan,South Africa,"M. Chinnaswamy Stadium, Bangalore",batting,T20,56.2,88.9,right,3,0,84,101,147,6,3,0
4354,Quinton de Kock,South Africa,Pakistan,"Eden Gardens, Kolkata",balanced,T20,44.6,96.3,left,2,0,80,9,7,0,0,1
4355,Pathum Nissanka,Sri Lanka,Bangladesh,"Shere Bangla Stadium, Dhaka",spin,T20,39.4,85.6,right,2,0,65,0,1,0,0,0
4356,Joe Root,England,Afghanistan,"M. Chinnaswamy Stadium, Bangalore",batting,T20,51.2,87.5,right,3,0,70,32,57,3,0,1
4357,Sadeera Samarawickrama,Sri Lanka,South Africa,"Newlands, Cape Town",pace,ODI,31.5,84.3,right,6,0,84,0,1,0,0,0
4358,Glenn Phillips,New Zealand,South Africa,"Gaddafi Stadium, Lahore",spin,T20,35.6,98.2,right,6,0,84,6,6,0,0,1
4359,Nicholas Pooran,West Indies,Bangladesh,"MA Chidambaram Stadium, Chennai",spin,T20,30.5,105.3,left,5,0,65,47,46,5,0,1
4360,Shubman Gill,India,Bangladesh,"Shere Bangla Stadium, Dhaka",spin,T20,52.3,98.1,right,1,0,65,21,20,1,0,0
4361,Mitchell Marsh,Australia,Bangladesh,"Gaddafi Stadium, Lahore",spin,ODI,38.5,92.6,right,6,0,65,44,42,4,0,0
4362,Shubman Gill,India,Afghanistan,"Newlands, Cape Town",pace,T20,52.3,98.1,right,2,0,70,8,8,0,0,0
4363,Shimron Hetmyer,West Indies,Australia,"Lord's, London",pace,ODI,31.2,98.7,left,6,0,90,2,2,0,0,0
4364,Shimron Hetmyer,West Indies,India,"Eden Gardens, Kolkata",balanced,ODI,31.2,98.7,left,6,0,92,6,5,0,0,0
4365,Shai Hope,West Indies,Sri Lanka,Dubai International Stadium,spin,ODI,40.2,78.6,right,1,0,72,44,85,3,1,0
4366,Shimron Hetmyer,West Indies,Afghanistan,"Newlands, Cape Town",pace,ODI,31.2,98.7,left,5,0,70,21,27,2,0,0
4367,Jonny Bairstow,England,Afghanistan,Sydney Cricket Ground,balanced,T20,42.3,104.5,right,5,0,70,13,11,1,0,0
4368,Rassie van der Dussen,South Africa,Sri Lanka,"MA Chidambaram Stadium, Chennai",spin,T20,48.2,84.5,right,5,0,72,13,15,1,0,0
4369,Virat Kohli,India,Afghanistan,Melbourne Cricket Ground,pace,ODI,59.1,93.2,right,3,0,70,28,36,1,0,0
4370,Charith Asalanka,Sri Lanka,Pakistan,"Wankhede Stadium, Mumbai",batting,T20,35.2,92.1,left,6,0,80,4,4,0,0,0
4371,Nicholas Pooran,West Indies,Bangladesh,"Wankhede Stadium, Mumbai",batting,ODI,30.5,105.3,left,6,0,65,4,3,0,0,0
4372,Kusal Mendis,Sri Lanka,South Africa,"Lord's, London",pace,T20,33.8,89.2,right,4,0,84,19,20,1,0,0
4373,Shreyas Iyer,India,New Zealand,"Eden Gardens, Kolkata",balanced,ODI,44.2,96.7,right,6,1,83,7,8,0,0,0
4374,Nicholas Pooran,West Indies,India,"Newlands, Cape Town",pace,ODI,30.5,105.3,left,6,0,92,20,18,1,0,0
4375,Nicholas Pooran,West Indies,New Zealand,"Eden Gardens, Kolkata",balanced,ODI,30.5,105.3,left,5,0,83,25,23,1,0,0
4376,Joe Root,England,Australia,"Lord's, London",pace,ODI,51.2,87.5,right,3,1,90,21,26,1,0,0
4377,Brandon King,West Indies,Sri Lanka,"MA Chidambaram Stadium, Chennai",spin,ODI,35.8,91.2,right,2,0,72,56,51,4,0,0
4378,Jos Buttler,England,Sri Lanka,"Lord's, London",pace,ODI,39.8,118.2,right,6,1,72,4,5,0,0,0
4379,Kyle Mayers,West Indies,Bangladesh,"Kensington Oval, Barbados",batting,T20,33.5,95.1,left,5,1,65,40,32,2,0,0
4380,Ben Stokes,England,West Indies,"Lord's, London",pace,ODI,40.1,95.8,left,5,1,68,7,7,0,0,0
4381,Jos Buttler,England,West Indies,Sydney Cricket Ground,balanced,ODI,39.8,118.2,right,6,0,68,10,10,0,0,0
4382,Shreyas Iyer,India,New Zealand,"Wankhede Stadium, Mumbai",batting,T20,44.2,96.7,right,6,1,83,0,1,0,0,0
4383,Rohit Sharma,India,Sri Lanka,"Shere Bangla Stadium, Dhaka",spin,ODI,49.7,91.5,right,1,0,72,16,16,1,0,0
4384,Najibullah Zadran,Afghanistan,Bangladesh,"Eden Gardens, Kolkata",balanced,ODI,28.9,108.7,left,6,0,65,0,1,0,0,0
4385,Rassie van der Dussen,South Africa,India,"Lord's, London",pace,T20,48.2,84.5,right,6,0,92,42,41,2,0,0
4386,Imam-ul-Haq,Pakistan,Bangladesh,"Hagley Oval, Christchurch",pace,ODI,49.5,79.1,left,2,0,65,35,36,2,0,1
4387,Saud Shakeel,Pakistan,Sri Lanka,"Hagley Oval, Christchurch",pace,ODI,46.3,82.4,left,6,0,72,2,2,0,0,0
4388,Fakhar Zaman,Pakistan,New Zealand,"MA Chidambaram Stadium, Chennai",spin,T20,42.1,94.3,left,1,0,83,29,31,2,0,0
4389,Shai Hope,West Indies,India,Melbourne Cricket Ground,pace,ODI,40.2,78.6,right,1,0,92,0,1,0,0,0
4390,Jos Buttler,England,Bangladesh,"R. Premadasa Stadium, Colombo",spin,T20,39.8,118.2,right,6,0,65,2,2,0,0,0
4391,Shai Hope,West Indies,Sri Lanka,"M. Chinnaswamy Stadium, Bangalore",batting,T20,40.2,78.6,right,1,0,72,4,6,0,0,0
4392,Mushfiqur Rahim,Bangladesh,West Indies,"R. Premadasa Stadium, Colombo",spin,ODI,36.5,78.9,right,6,0,68,5,7,0,0,0
4393,Shai Hope,West Indies,Australia,"MA Chidambaram Stadium, Chennai",spin,ODI,40.2,78.6,right,2,0,90,4,6,0,0,0
4394,Mohammad Rizwan,Pakistan,Sri Lanka,"Lord's, London",pace,ODI,44.8,81.2,right,6,0,72,81,93,8,2,0
4395,David Warner,Australia,England,"Kensington Oval, Barbados",batting,ODI,45.3,97.1,left,1,0,85,1,1,0,0,0
4396,Litton Das,Bangladesh,Sri Lanka,Sydney Cricket Ground,balanced,T20,34.2,88.4,right,1,0,72,2,2,0,0,0
4397,Saud Shakeel,Pakistan,Bangladesh,"R. Premadasa Stadium, Colombo",spin,ODI,46.3,82.4,left,5,0,65,50,49,4,1,0
4398,Ben Stokes,England,Pakistan,Melbourne Cricket Ground,pace,T20,40.1,95.8,left,6,0,80,3,3,0,0,0
4399,Rahmanullah Gurbaz,Afghanistan,England,"Shere Bangla Stadium, Dhaka",spin,ODI,38.1,102.5,right,1,0,85,9,10,0,0,0
4400,Sadeera Samarawickrama,Sri Lanka,Bangladesh,"Lord's, London",pace,T20,31.5,84.3,right,5,0,65,6,6,0,0,0
4401,David Warner,Australia,England,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,45.3,97.1,left,2,0,85,0,1,0,0,0
4402,Dhananjaya de Silva,Sri Lanka,South Africa,Sydney Cricket Ground,balanced,ODI,37.1,86.5,right,5,0,84,45,55,3,0,0
4403,Brandon King,West Indies,Pakistan,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,35.8,91.2,right,1,0,80,19,18,1,0,1
4404,Rassie van der Dussen,South Africa,Sri Lanka,"Eden Gardens, Kolkata",balanced,ODI,48.2,84.5,right,5,0,72,15,22,1,0,0
4405,Joe Root,England,Pakistan,"Newlands, Cape Town",pace,T20,51.2,87.5,right,4,0,80,5,5,0,0,0
4406,Devon Conway,New Zealand,South Africa,Sydney Cricket Ground,balanced,ODI,45.2,85.7,left,2,0,84,63,93,3,1,0
4407,Hashmatullah Shahidi,Afghanistan,South Africa,"Wankhede Stadium, Mumbai",batting,ODI,35.6,72.4,left,4,0,84,0,1,0,0,0
4408,Babar Azam,Pakistan,West Indies,Sydney Cricket Ground,balanced,ODI,56.2,88.9,right,3,0,68,59,63,5,0,0
4409,Kyle Mayers,West Indies,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,ODI,33.5,95.1,left,6,0,70,20,22,1,0,0
4410,Jos Buttler,England,New Zealand,Sydney Cricket Ground,balanced,T20,39.8,118.2,right,6,0,83,7,7,0,0,0
4411,Devon Conway,New Zealand,Australia,"Eden Gardens, Kolkata",balanced,T20,45.2,85.7,left,1,0,90,40,54,4,0,0
4412,David Miller,South Africa,Sri Lanka,"MA Chidambaram Stadium, Chennai",spin,T20,36.8,101.4,left,6,0,72,1,1,0,0,0
4413,Charith Asalanka,Sri Lanka,Australia,"Shere Bangla Stadium, Dhaka",spin,T20,35.2,92.1,left,6,0,90,74,126,5,1,0
4414,Jos Buttler,England,Afghanistan,"Hagley Oval, Christchurch",pace,ODI,39.8,118.2,right,6,0,70,4,4,0,0,0
4415,Babar Azam,Pakistan,England,"Wankhede Stadium, Mumbai",batting,ODI,56.2,88.9,right,4,0,85,9,9,0,0,0
4416,Mahmudullah,Bangladesh,India,"Shere Bangla Stadium, Dhaka",spin,ODI,33.9,76.8,right,7,1,92,7,7,0,0,0
4417,Ibrahim Zadran,Afghanistan,South Africa,"Newlands, Cape Town",pace,ODI,41.2,82.3,right,1,0,84,1,1,0,0,1
4418,Aiden Markram,South Africa,Pakistan,Melbourne Cricket Ground,pace,T20,38.9,87.1,right,4,0,80,51,57,4,0,0
4419,Aiden Markram,South Africa,Sri Lanka,"Eden Gardens, Kolkata",balanced,T20,38.9,87.1,right,3,0,72,8,8,0,0,0
4420,Harry Brook,England,South Africa,"MA Chidambaram Stadium, Chennai",spin,ODI,48.7,103.2,right,5,0,84,20,22,1,0,1
4421,Nicholas Pooran,West Indies,India,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,30.5,105.3,left,5,0,92,8,8,0,0,0
4422,Shai Hope,West Indies,India,"Gaddafi Stadium, Lahore",spin,T20,40.2,78.6,right,1,0,92,11,14,0,0,1
4423,Rassie van der Dussen,South Africa,England,"Newlands, Cape Town",pace,ODI,48.2,84.5,right,6,1,85,13,10,0,0,0
4424,Najibullah Zadran,Afghanistan,Australia,"Eden Gardens, Kolkata",balanced,ODI,28.9,108.7,left,6,0,90,15,14,1,0,0
4425,Quinton de Kock,South Africa,Afghanistan,Sydney Cricket Ground,balanced,ODI,44.6,96.3,left,2,0,70,8,7,0,0,0
4426,Brandon King,West Indies,Pakistan,Sydney Cricket Ground,balanced,ODI,35.8,91.2,right,2,0,80,37,33,3,0,1
4427,Marnus Labuschagne,Australia,Pakistan,Dubai International Stadium,spin,ODI,53.1,84.2,right,4,0,80,0,1,0,0,0
4428,Dhananjaya de Silva,Sri Lanka,South Africa,"R. Premadasa Stadium, Colombo",spin,ODI,37.1,86.5,right,6,1,84,30,28,1,0,0
4429,Ben Stokes,England,Australia,"R. Premadasa Stadium, Colombo",spin,ODI,40.1,95.8,left,6,0,90,11,13,0,0,0
4430,Mahmudullah,Bangladesh,Afghanistan,"Wankhede Stadium, Mumbai",batting,ODI,33.9,76.8,right,6,0,70,4,5,0,0,0
4431,Tom Latham,New Zealand,Sri Lanka,Dubai International Stadium,spin,T20,39.8,78.4,left,2,0,72,8,9,0,0,0
4432,Tom Latham,New Zealand,Afghanistan,Melbourne Cricket Ground,pace,ODI,39.8,78.4,left,2,0,70,8,9,0,0,0
4433,Virat Kohli,India,New Zealand,"Wankhede Stadium, Mumbai",batting,T20,59.1,93.2,right,4,1,83,51,72,5,1,1
4434,Devon Conway,New Zealand,Bangladesh,"Shere Bangla Stadium, Dhaka",spin,T20,45.2,85.7,left,1,0,65,9,11,0,0,0
4435,Imam-ul-Haq,Pakistan,Afghanistan,Melbourne Cricket Ground,pace,T20,49.5,79.1,left,1,0,70,11,14,0,0,1
4436,Rassie van der Dussen,South Africa,Australia,"Lord's, London",pace,ODI,48.2,84.5,right,6,0,90,119,140,11,1,0
4437,Devon Conway,New Zealand,India,"Eden Gardens, Kolkata",balanced,ODI,45.2,85.7,left,2,0,92,5,4,0,0,0
4438,Devon Conway,New Zealand,Bangladesh,"MA Chidambaram Stadium, Chennai",spin,T20,45.2,85.7,left,2,0,65,7,8,0,0,0
4439,Kane Williamson,New Zealand,Sri Lanka,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,48.5,81.3,right,3,0,72,8,8,0,0,0
4440,Mushfiqur Rahim,Bangladesh,New Zealand,"Gaddafi Stadium, Lahore",spin,ODI,36.5,78.9,right,5,0,83,93,137,7,2,0
4441,Devon Conway,New Zealand,Afghanistan,"Newlands, Cape Town",pace,ODI,45.2,85.7,left,1,0,70,39,36,3,0,0
4442,Tamim Iqbal,Bangladesh,South Africa,Melbourne Cricket Ground,pace,ODI,36.1,80.5,left,1,0,84,67,68,6,1,1
4443,Saud Shakeel,Pakistan,Sri Lanka,Sydney Cricket Ground,balanced,T20,46.3,82.4,left,5,0,72,10,12,0,0,0
4444,Ibrahim Zadran,Afghanistan,Bangladesh,Dubai International Stadium,spin,ODI,41.2,82.3,right,1,0,65,19,17,2,0,0
4445,KL Rahul,India,South Africa,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,47.5,87.3,right,4,1,84,0,1,0,0,0
4446,Shreyas Iyer,India,England,"Wankhede Stadium, Mumbai",batting,T20,44.2,96.7,right,6,1,85,8,6,0,0,1
4447,Tom Latham,New Zealand,Pakistan,"Hagley Oval, Christchurch",pace,ODI,39.8,78.4,left,2,1,80,49,65,3,1,0
4448,Nicholas Pooran,West Indies,Sri Lanka,Dubai International Stadium,spin,T20,30.5,105.3,left,6,0,72,3,2,0,0,0
4449,Jonny Bairstow,England,Sri Lanka,"Lord's, London",pace,ODI,42.3,104.5,right,5,1,72,5,5,0,0,0
4450,Steve Smith,Australia,England,Sydney Cricket Ground,balanced,ODI,56.8,86.4,right,3,1,85,49,55,5,0,0
4451,Imam-ul-Haq,Pakistan,Australia,"The Oval, London",balanced,ODI,49.5,79.1,left,2,0,90,13,14,0,0,0
4452,Kyle Mayers,West Indies,England,"R. Premadasa Stadium, Colombo",spin,ODI,33.5,95.1,left,6,0,85,1,1,0,0,0
4453,Glenn Phillips,New Zealand,England,Dubai International Stadium,spin,T20,35.6,98.2,right,6,0,85,9,10,0,0,0
4454,Kane Williamson,New Zealand,Bangladesh,Melbourne Cricket Ground,pace,ODI,48.5,81.3,right,3,0,65,7,8,0,0,0
4455,Heinrich Klaasen,South Africa,Sri Lanka,"M. Chinnaswamy Stadium, Bangalore",batting,T20,41.5,112.7,right,5,0,72,0,1,0,0,0
4456,Ben Stokes,England,Pakistan,Dubai International Stadium,spin,ODI,40.1,95.8,left,6,0,80,40,40,2,1,0
4457,Imam-ul-Haq,Pakistan,England,"R. Premadasa Stadium, Colombo",spin,T20,49.5,79.1,left,1,0,85,8,15,0,0,1
4458,Joe Root,England,Pakistan,"Kensington Oval, Barbados",batting,T20,51.2,87.5,right,3,0,80,7,6,0,0,0
4459,Mohammad Rizwan,Pakistan,West Indies,Sydney Cricket Ground,balanced,T20,44.8,81.2,right,5,0,68,10,12,0,0,1
4460,Sadeera Samarawickrama,Sri Lanka,Bangladesh,"The Oval, London",balanced,ODI,31.5,84.3,right,5,0,65,22,26,1,0,0
4461,David Miller,South Africa,Bangladesh,Dubai International Stadium,spin,T20,36.8,101.4,left,7,0,65,16,18,1,0,0
4462,Shreyas Iyer,India,West Indies,"Kensington Oval, Barbados",batting,T20,44.2,96.7,right,5,0,68,28,30,1,0,0
4463,Mohammad Rizwan,Pakistan,Afghanistan,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,44.8,81.2,right,6,0,70,77,98,6,1,0
4464,Nicholas Pooran,West Indies,Pakistan,Dubai International Stadium,spin,T20,30.5,105.3,left,6,0,80,5,5,0,0,0
4465,Fakhar Zaman,Pakistan,New Zealand,"R. Premadasa Stadium, Colombo",spin,T20,42.1,94.3,left,1,0,83,35,36,3,0,0
4466,Mushfiqur Rahim,Bangladesh,West Indies,"Kensington Oval, Barbados",batting,T20,36.5,78.9,right,5,0,68,42,71,3,1,1
4467,Ben Stokes,England,Pakistan,Sydney Cricket Ground,balanced,ODI,40.1,95.8,left,5,0,80,0,1,0,0,0
4468,Heinrich Klaasen,South Africa,Pakistan,"The Oval, London",balanced,T20,41.5,112.7,right,5,0,80,16,14,1,0,0
4469,KL Rahul,India,Sri Lanka,"Wankhede Stadium, Mumbai",batting,ODI,47.5,87.3,right,4,1,72,17,15,1,0,0
4470,Virat Kohli,India,Afghanistan,"Newlands, Cape Town",pace,T20,59.1,93.2,right,4,0,70,28,26,2,0,0
4471,Kusal Mendis,Sri Lanka,New Zealand,Sydney Cricket Ground,balanced,T20,33.8,89.2,right,3,0,83,18,17,1,0,0
4472,Litton Das,Bangladesh,Afghanistan,Sydney Cricket Ground,balanced,T20,34.2,88.4,right,2,0,70,1,1,0,0,0
4473,Heinrich Klaasen,South Africa,Australia,"Wankhede Stadium, Mumbai",batting,T20,41.5,112.7,right,5,0,90,16,13,1,0,1
4474,Mitchell Marsh,Australia,New Zealand,Sydney Cricket Ground,balanced,T20,38.5,92.6,right,5,1,83,18,19,1,0,1
4475,Ben Stokes,England,West Indies,"Wankhede Stadium, Mumbai",batting,ODI,40.1,95.8,left,6,0,68,62,61,4,1,1
4476,Quinton de Kock,South Africa,India,"Kensington Oval, Barbados",batting,ODI,44.6,96.3,left,2,0,92,6,5,0,0,1
4477,Devon Conway,New Zealand,South Africa,"Eden Gardens, Kolkata",balanced,T20,45.2,85.7,left,2,0,84,14,15,1,0,0
4478,Daryl Mitchell,New Zealand,Pakistan,"The Oval, London",balanced,ODI,43.1,93.5,right,5,0,80,13,12,0,0,1
4479,Steve Smith,Australia,India,"Kensington Oval, Barbados",batting,ODI,56.8,86.4,right,3,0,92,101,132,9,1,1
4480,Azmatullah Omarzai,Afghanistan,Pakistan,"Eden Gardens, Kolkata",balanced,ODI,32.4,96.8,right,6,0,80,23,26,1,0,0
4481,Mahmudullah,Bangladesh,Australia,Dubai International Stadium,spin,T20,33.9,76.8,right,6,0,90,16,19,1,0,0
4482,Rohit Sharma,India,New Zealand,"MA Chidambaram Stadium, Chennai",spin,T20,49.7,91.5,right,1,1,83,4,6,0,0,0
4483,Hashmatullah Shahidi,Afghanistan,South Africa,"Gaddafi Stadium, Lahore",spin,T20,35.6,72.4,left,3,0,84,0,1,0,0,0
4484,David Warner,Australia,England,"Wankhede Stadium, Mumbai",batting,T20,45.3,97.1,left,1,0,85,16,14,1,0,0
4485,Saud Shakeel,Pakistan,India,"R. Premadasa Stadium, Colombo",spin,T20,46.3,82.4,left,5,0,92,11,12,0,0,0
4486,Tom Latham,New Zealand,West Indies,"Newlands, Cape Town",pace,T20,39.8,78.4,left,1,0,68,38,38,4,1,0
4487,David Warner,Australia,Afghanistan,"Wankhede Stadium, Mumbai",batting,ODI,45.3,97.1,left,2,0,70,3,3,0,0,0
4488,Rohit Sharma,India,Sri Lanka,"Wankhede Stadium, Mumbai",batting,T20,49.7,91.5,right,1,1,72,6,5,0,0,1
4489,David Miller,South Africa,New Zealand,"The Oval, London",balanced,ODI,36.8,101.4,left,6,0,83,33,29,2,0,0
4490,Harry Brook,England,New Zealand,"Kensington Oval, Barbados",batting,T20,48.7,103.2,right,6,0,83,70,63,4,1,0
4491,Heinrich Klaasen,South Africa,England,"MA Chidambaram Stadium, Chennai",spin,ODI,41.5,112.7,right,5,0,85,0,1,0,0,0
4492,Tamim Iqbal,Bangladesh,Sri Lanka,"Newlands, Cape Town",pace,ODI,36.1,80.5,left,1,0,72,6,5,0,0,0
4493,Tom Latham,New Zealand,Bangladesh,"Wankhede Stadium, Mumbai",batting,ODI,39.8,78.4,left,2,0,65,14,14,1,0,0
4494,Sadeera Samarawickrama,Sri Lanka,Bangladesh,Melbourne Cricket Ground,pace,ODI,31.5,84.3,right,6,0,65,9,10,0,0,0
4495,Azmatullah Omarzai,Afghanistan,England,"R. Premadasa Stadium, Colombo",spin,ODI,32.4,96.8,right,6,0,85,31,26,2,0,1
4496,Quinton de Kock,South Africa,England,"Shere Bangla Stadium, Dhaka",spin,ODI,44.6,96.3,left,2,0,85,148,117,10,3,1
4497,David Warner,Australia,India,"The Oval, London",balanced,ODI,45.3,97.1,left,1,0,92,72,78,7,0,0
4498,Kane Williamson,New Zealand,Sri Lanka,Sydney Cricket Ground,balanced,T20,48.5,81.3,right,4,0,72,32,38,2,0,0
4499,Azmatullah Omarzai,Afghanistan,New Zealand,"Shere Bangla Stadium, Dhaka",spin,T20,32.4,96.8,right,5,0,83,15,19,1,0,0
4500,Shai Hope,West Indies,India,"Gaddafi Stadium, Lahore",spin,T20,40.2,78.6,right,1,0,92,16,17,1,0,0
4501,Glenn Phillips,New Zealand,India,Dubai International Stadium,spin,ODI,35.6,98.2,right,5,0,92,35,39,2,0,0
4502,Rassie van der Dussen,South Africa,Sri Lanka,"Kensington Oval, Barbados",batting,T20,48.2,84.5,right,5,0,72,4,4,0,0,0
4503,Brandon King,West Indies,Pakistan,"Gaddafi Stadium, Lahore",spin,ODI,35.8,91.2,right,1,0,80,4,5,0,0,0
4504,Mahmudullah,Bangladesh,Australia,Dubai International Stadium,spin,T20,33.9,76.8,right,6,0,90,12,16,0,0,0
4505,Virat Kohli,India,England,"Shere Bangla Stadium, Dhaka",spin,T20,59.1,93.2,right,3,0,85,26,30,1,0,1
4506,Rassie van der Dussen,South Africa,Bangladesh,"Kensington Oval, Barbados",batting,T20,48.2,84.5,right,5,0,65,7,5,0,0,0
4507,Najibullah Zadran,Afghanistan,Sri Lanka,"Kensington Oval, Barbados",batting,ODI,28.9,108.7,left,5,0,72,15,13,1,0,0
4508,Ibrahim Zadran,Afghanistan,Australia,"Gaddafi Stadium, Lahore",spin,ODI,41.2,82.3,right,2,0,90,10,10,0,0,1
4509,Tamim Iqbal,Bangladesh,Sri Lanka,"Gaddafi Stadium, Lahore",spin,ODI,36.1,80.5,left,2,0,72,2,2,0,0,0
4510,Rassie van der Dussen,South Africa,West Indies,"Wankhede Stadium, Mumbai",batting,T20,48.2,84.5,right,5,0,68,20,21,1,0,0
4511,Virat Kohli,India,Sri Lanka,Dubai International Stadium,spin,ODI,59.1,93.2,right,3,0,72,47,53,4,0,1
4512,Charith Asalanka,Sri Lanka,West Indies,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,35.2,92.1,left,5,0,68,2,2,0,0,0
4513,Steve Smith,Australia,Sri Lanka,"Gaddafi Stadium, Lahore",spin,ODI,56.8,86.4,right,3,0,72,0,1,0,0,0
4514,Aiden Markram,South Africa,Afghanistan,Dubai International Stadium,spin,ODI,38.9,87.1,right,4,0,70,18,34,1,0,0
4515,Pathum Nissanka,Sri Lanka,England,"Gaddafi Stadium, Lahore",spin,ODI,39.4,85.6,right,2,0,85,1,1,0,0,0
4516,Heinrich Klaasen,South Africa,Pakistan,Sydney Cricket Ground,balanced,ODI,41.5,112.7,right,5,0,80,0,1,0,0,0
4517,Brandon King,West Indies,Bangladesh,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,35.8,91.2,right,1,0,65,0,1,0,0,0
4518,Rahmanullah Gurbaz,Afghanistan,West Indies,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,38.1,102.5,right,2,0,68,2,1,0,0,0
4519,Brandon King,West Indies,New Zealand,"Shere Bangla Stadium, Dhaka",spin,ODI,35.8,91.2,right,1,0,83,42,53,4,1,0
4520,Pathum Nissanka,Sri Lanka,West Indies,"Eden Gardens, Kolkata",balanced,ODI,39.4,85.6,right,2,0,68,18,24,1,0,0
4521,Azmatullah Omarzai,Afghanistan,Australia,"Eden Gardens, Kolkata",balanced,ODI,32.4,96.8,right,5,0,90,0,1,0,0,0
4522,Harry Brook,England,South Africa,"The Oval, London",balanced,T20,48.7,103.2,right,6,1,84,70,76,5,1,1
4523,Azmatullah Omarzai,Afghanistan,Pakistan,Melbourne Cricket Ground,pace,ODI,32.4,96.8,right,5,0,80,2,1,0,0,0
4524,Imam-ul-Haq,Pakistan,Sri Lanka,"MA Chidambaram Stadium, Chennai",spin,ODI,49.5,79.1,left,2,0,72,0,1,0,0,0
4525,Marnus Labuschagne,Australia,Sri Lanka,Dubai International Stadium,spin,ODI,53.1,84.2,right,4,0,72,25,30,2,0,0
4526,Rohit Sharma,India,West Indies,"R. Premadasa Stadium, Colombo",spin,T20,49.7,91.5,right,1,0,68,0,1,0,0,0
4527,Devon Conway,New Zealand,Afghanistan,"Gaddafi Stadium, Lahore",spin,T20,45.2,85.7,left,2,0,70,35,45,2,0,0
4528,Jos Buttler,England,South Africa,"The Oval, London",balanced,T20,39.8,118.2,right,6,1,84,0,1,0,0,0
4529,Mushfiqur Rahim,Bangladesh,South Africa,"Lord's, London",pace,ODI,36.5,78.9,right,6,0,84,7,9,0,0,0
4530,Jos Buttler,England,Sri Lanka,Sydney Cricket Ground,balanced,T20,39.8,118.2,right,6,0,72,3,2,0,0,0
4531,Kusal Mendis,Sri Lanka,Bangladesh,"Eden Gardens, Kolkata",balanced,ODI,33.8,89.2,right,4,0,65,5,5,0,0,0
4532,Tamim Iqbal,Bangladesh,Australia,"Newlands, Cape Town",pace,T20,36.1,80.5,left,1,0,90,18,24,1,0,0
4533,Rahmanullah Gurbaz,Afghanistan,India,"Kensington Oval, Barbados",batting,ODI,38.1,102.5,right,1,0,92,5,4,0,0,0
4534,Najibullah Zadran,Afghanistan,South Africa,"Kensington Oval, Barbados",batting,ODI,28.9,108.7,left,6,0,84,124,99,10,1,0
4535,Virat Kohli,India,New Zealand,"Shere Bangla Stadium, Dhaka",spin,ODI,59.1,93.2,right,3,0,83,1,1,0,0,0
4536,Daryl Mitchell,New Zealand,Afghanistan,"Newlands, Cape Town",pace,ODI,43.1,93.5,right,6,0,70,12,16,0,0,0
4537,Mahmudullah,Bangladesh,Pakistan,"The Oval, London",balanced,ODI,33.9,76.8,right,6,0,80,23,32,2,0,0
4538,Virat Kohli,India,Bangladesh,"MA Chidambaram Stadium, Chennai",spin,ODI,59.1,93.2,right,3,1,65,50,45,3,1,0
4539,Tom Latham,New Zealand,India,Sydney Cricket Ground,balanced,ODI,39.8,78.4,left,1,0,92,33,56,2,0,0
4540,Aiden Markram,South Africa,India,"Lord's, London",pace,ODI,38.9,87.1,right,4,0,92,11,14,0,0,0
4541,Quinton de Kock,South Africa,Pakistan,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,44.6,96.3,left,1,0,80,2,1,0,0,0
4542,Rassie van der Dussen,South Africa,Afghanistan,"Lord's, London",pace,ODI,48.2,84.5,right,6,0,70,0,1,0,0,0
4543,Steve Smith,Australia,Afghanistan,"Lord's, London",pace,ODI,56.8,86.4,right,4,0,70,0,1,0,0,0
