innings_id,bowler,team,opponent,venue,pitch_type,match_format,bowling_avg,bowling_sr,bowling_econ,bowling_type,is_home,opponent_strength,overs_bowled,runs_conceded,wickets_taken,maidens,dot_balls
4504,Ravindra Jadeja,India,Pakistan,"Wankhede Stadium, Mumbai",batting,ODI,32.5,42.1,4.8,spin,1,80,9,60,4,1,20
4505,Trent Boult,New Zealand,Sri Lanka,"The Oval, London",balanced,ODI,25.6,29.1,5.1,fast,0,72,9,30,5,0,26
4506,Shaheen Afridi,Pakistan,England,"Shere Bangla Stadium, Dhaka",spin,ODI,24.1,27.5,5.1,fast,0,85,8,24,2,0,28
4507,Shaheen Afridi,Pakistan,New Zealand,Melbourne Cricket Ground,pace,ODI,24.1,27.5,5.1,fast,0,83,8,32,4,2,24
4508,Adil Rashid,England,Afghanistan,Sydney Cricket Ground,balanced,T20,33.5,38.7,5.4,spin,0,70,2,16,1,0,4
4509,Dilshan Madushanka,Sri Lanka,South Africa,"The Oval, London",balanced,ODI,28.3,32.5,5.3,fast,0,84,10,45,7,0,21
4510,Akeal Hosein,West Indies,Bangladesh,"M. Chinnaswamy Stadium, Bangalore",batting,T20,29.8,34.1,4.8,spin,0,65,2,12,1,0,4
4511,Lungi Ngidi,South Africa,West Indies,"Gaddafi Stadium, Lahore",spin,T20,26.3,29.7,5.4,fast,0,68,4,28,1,0,10
4512,Lungi Ngidi,South Africa,West Indies,Sydney Cricket Ground,balanced,ODI,26.3,29.7,5.4,fast,0,68,8,53,4,0,17
4513,Dunith Wellalage,Sri Lanka,Afghanistan,Sydney Cricket Ground,balanced,ODI,30.2,35.4,4.9,spin,0,70,10,33,4,2,29
4514,Mitchell Santner,New Zealand,India,Sydney Cricket Ground,balanced,T20,35.1,42.3,4.7,spin,0,92,3,17,1,0,9
4515,Trent Boult,New Zealand,India,Sydney Cricket Ground,balanced,ODI,25.6,29.1,5.1,fast,0,92,8,45,2,1,21
4516,Naseem Shah,Pakistan,England,"Lord's, London",pace,T20,28.5,32.1,5.3,fast,0,85,4,14,2,0,9
4517,Marco Jansen,South Africa,Australia,"Shere Bangla Stadium, Dhaka",spin,T20,27.1,31.4,5.0,fast,0,90,3,17,1,0,6
4518,Rashid Khan,Afghanistan,Bangladesh,"Wankhede Stadium, Mumbai",batting,ODI,18.5,22.3,4.1,spin,0,65,10,64,7,2,19
4519,Rashid Khan,Afghanistan,England,"MA Chidambaram Stadium, Chennai",spin,ODI,18.5,22.3,4.1,spin,0,85,7,41,6,0,17
4520,Anrich Nortje,South Africa,Pakistan,"Newlands, Cape Town",pace,ODI,24.8,26.9,5.5,fast,1,80,8,42,7,0,20
4521,Lungi Ngidi,South Africa,Sri Lanka,"Lord's, London",pace,T20,26.3,29.7,5.4,fast,0,72,4,19,2,0,14
4522,Jayden Seales,West Indies,Australia,Sydney Cricket Ground,balanced,T20,30.1,35.2,5.4,fast,0,90,2,13,0,0,4
4523,Naseem Shah,Pakistan,West Indies,"Kensington Oval, Barbados",batting,T20,28.5,32.1,5.3,fast,0,68,4,20,2,0,6
4524,Moeen Ali,England,West Indies,Sydney Cricket Ground,balanced,T20,36.8,43.2,5.3,spin,0,68,2,11,1,0,3
4525,Mitchell Starc,Australia,Pakistan,"Hagley Oval, Christchurch",pace,ODI,24.8,27.3,5.3,fast,0,80,5,29,3,0,15
4526,Dilshan Madushanka,Sri Lanka,Bangladesh,"R. Premadasa Stadium, Colombo",spin,ODI,28.3,32.5,5.3,fast,1,65,8,27,7,1,26
4527,Tim Southee,New Zealand,Australia,"Eden Gardens, Kolkata",balanced,ODI,29.8,33.5,5.4,fast,0,90,10,50,1,1,29
4528,Chris Woakes,England,India,Melbourne Cricket Ground,pace,T20,30.2,35.1,5.1,fast,0,92,3,14,1,0,7
4529,Taskin Ahmed,Bangladesh,New Zealand,"Lord's, London",pace,T20,30.5,35.8,5.4,fast,0,83,3,24,2,0,5
4530,Mohammed Shami,India,New Zealand,"The Oval, London",balanced,ODI,26.1,28.7,5.2,fast,0,83,10,60,7,3,21
4531,Kagiso Rabada,South Africa,Pakistan,Dubai International Stadium,spin,T20,25.4,28.6,5.2,fast,0,80,4,29,1,0,9
4532,Marco Jansen,South Africa,West Indies,"Wankhede Stadium, Mumbai",batting,T20,27.1,31.4,5.0,fast,0,68,3,32,2,0,6
4533,Adam Zampa,Australia,South Africa,"Gaddafi Stadium, Lahore",spin,ODI,29.3,35.2,5.1,spin,0,84,7,29,4,0,15
4534,Mohammed Siraj,India,New Zealand,Dubai International Stadium,spin,ODI,28.4,31.9,5.4,fast,0,83,10,40,5,0,34
4535,Marco Jansen,South Africa,England,"Gaddafi Stadium, Lahore",spin,ODI,27.1,31.4,5.0,fast,0,85,10,57,5,2,24
4536,Ravindra Jadeja,India,West Indies,"Eden Gardens, Kolkata",balanced,T20,32.5,42.1,4.8,spin,1,68,4,26,2,0,9
4537,Shadab Khan,Pakistan,England,Sydney Cricket Ground,balanced,T20,30.8,36.4,5.2,spin,0,85,3,27,2,0,4
4538,Naseem Shah,Pakistan,Afghanistan,"Kensington Oval, Barbados",batting,ODI,28.5,32.1,5.3,fast,0,70,8,31,4,2,27
4539,Adam Zampa,Australia,Pakistan,"Shere Bangla Stadium, Dhaka",spin,T20,29.3,35.2,5.1,spin,0,80,4,25,3,0,9
4540,Mitchell Starc,Australia,India,Melbourne Cricket Ground,pace,T20,24.8,27.3,5.3,fast,1,92,4,12,3,0,10
4541,Lockie Ferguson,New Zealand,Australia,Sydney Cricket Ground,balanced,ODI,24.5,26.4,5.3,fast,0,90,8,34,5,0,22
4542,Chris Woakes,England,Sri Lanka,"Shere Bangla Stadium, Dhaka",spin,ODI,30.2,35.1,5.1,fast,0,72,9,46,1,0,24
4543,Shaheen Afridi,Pakistan,England,"Wankhede Stadium, Mumbai",batting,T20,24.1,27.5,5.1,fast,0,85,4,40,2,0,4
4544,Wanindu Hasaranga,Sri Lanka,New Zealand,"Gaddafi Stadium, Lahore",spin,ODI,24.8,28.2,5.0,spin,0,83,8,19,7,1,25
4545,Rashid Khan,Afghanistan,Bangladesh,Melbourne Cricket Ground,pace,ODI,18.5,22.3,4.1,spin,0,65,10,47,6,1,26
4546,Chris Woakes,England,Afghanistan,Dubai International Stadium,spin,ODI,30.2,35.1,5.1,fast,0,70,8,45,4,0,25
4547,Moeen Ali,England,Pakistan,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,36.8,43.2,5.3,spin,0,80,10,83,5,0,15
4548,Trent Boult,New Zealand,Pakistan,"The Oval, London",balanced,T20,25.6,29.1,5.1,fast,0,80,4,24,2,0,10
4549,Mitchell Starc,Australia,Afghanistan,"Gaddafi Stadium, Lahore",spin,T20,24.8,27.3,5.3,fast,0,70,4,39,2,0,6
4550,Haris Rauf,Pakistan,West Indies,"Shere Bangla Stadium, Dhaka",spin,T20,27.3,30.1,5.6,fast,0,68,4,20,1,0,9
4551,Taskin Ahmed,Bangladesh,Sri Lanka,"The Oval, London",balanced,ODI,30.5,35.8,5.4,fast,0,72,8,41,3,0,16
4552,Noor Ahmad,Afghanistan,South Africa,"Hagley Oval, Christchurch",pace,ODI,27.5,31.8,4.7,spin,0,84,6,42,1,2,14
4553,Mark Wood,England,Bangladesh,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,28.9,31.2,5.6,fast,0,65,10,57,3,2,29
4554,Jasprit Bumrah,India,Australia,"MA Chidambaram Stadium, Chennai",spin,T20,24.3,30.2,4.5,fast,1,90,4,25,2,0,6
4555,Shadab Khan,Pakistan,New Zealand,"Newlands, Cape Town",pace,ODI,30.8,36.4,5.2,spin,0,83,10,88,4,0,19
4556,Dushmantha Chameera,Sri Lanka,Pakistan,"MA Chidambaram Stadium, Chennai",spin,T20,29.1,33.8,5.5,fast,0,80,3,13,2,0,7
4557,Adil Rashid,England,New Zealand,"Shere Bangla Stadium, Dhaka",spin,T20,33.5,38.7,5.4,spin,0,83,4,24,3,0,7
4558,Dilshan Madushanka,Sri Lanka,West Indies,"Kensington Oval, Barbados",batting,T20,28.3,32.5,5.3,fast,0,68,2,12,1,0,3
4559,Mitchell Santner,New Zealand,Australia,"MA Chidambaram Stadium, Chennai",spin,ODI,35.1,42.3,4.7,spin,0,90,10,46,6,2,26
4560,Lockie Ferguson,New Zealand,Australia,"MA Chidambaram Stadium, Chennai",spin,T20,24.5,26.4,5.3,fast,0,90,2,8,2,0,4
4561,Reece Topley,England,Afghanistan,"Kensington Oval, Barbados",batting,ODI,26.7,29.8,5.2,fast,0,70,7,51,3,0,9
4562,Pat Cummins,Australia,Bangladesh,"Lord's, London",pace,ODI,25.7,29.8,5.0,fast,0,65,10,57,7,1,31
4563,Josh Hazlewood,Australia,West Indies,"Wankhede Stadium, Mumbai",batting,T20,25.1,30.5,4.7,fast,0,68,4,24,1,0,10
4564,Dilshan Madushanka,Sri Lanka,New Zealand,Sydney Cricket Ground,balanced,T20,28.3,32.5,5.3,fast,0,83,3,19,2,0,6
4565,Adam Zampa,Australia,Pakistan,"MA Chidambaram Stadium, Chennai",spin,ODI,29.3,35.2,5.1,spin,0,80,7,20,3,0,25
4566,Jasprit Bumrah,India,Sri Lanka,"Gaddafi Stadium, Lahore",spin,T20,24.3,30.2,4.5,fast,0,72,4,21,4,0,9
4567,Anrich Nortje,South Africa,India,"Kensington Oval, Barbados",batting,ODI,24.8,26.9,5.5,fast,0,92,9,61,4,1,16
4568,Mujeeb Ur Rahman,Afghanistan,England,"Newlands, Cape Town",pace,ODI,25.1,29.5,4.5,spin,0,85,9,37,3,1,19
4569,Josh Hazlewood,Australia,Sri Lanka,"Gaddafi Stadium, Lahore",spin,ODI,25.1,30.5,4.7,fast,0,72,5,31,4,0,11
4570,Adil Rashid,England,Australia,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,33.5,38.7,5.4,spin,0,90,10,64,4,1,23
4571,Matt Henry,New Zealand,India,Dubai International Stadium,spin,T20,26.2,28.8,5.0,fast,0,92,3,18,1,0,7
4572,Wanindu Hasaranga,Sri Lanka,Pakistan,"Shere Bangla Stadium, Dhaka",spin,ODI,24.8,28.2,5.0,spin,0,80,8,25,6,0,23
4573,Ravindra Jadeja,India,West Indies,"Eden Gardens, Kolkata",balanced,T20,32.5,42.1,4.8,spin,1,68,4,29,4,0,6
4574,Keshav Maharaj,South Africa,Afghanistan,"M. Chinnaswamy Stadium, Bangalore",batting,T20,31.5,38.2,4.8,spin,0,70,4,37,2,0,6
4575,Jayden Seales,West Indies,Pakistan,Melbourne Cricket Ground,pace,T20,30.1,35.2,5.4,fast,0,80,4,30,2,0,8
4576,Haris Rauf,Pakistan,West Indies,"Kensington Oval, Barbados",batting,T20,27.3,30.1,5.6,fast,0,68,4,33,1,0,8
4577,Jasprit Bumrah,India,Australia,Dubai International Stadium,spin,T20,24.3,30.2,4.5,fast,0,90,4,21,1,0,9
4578,Naseem Shah,Pakistan,England,Dubai International Stadium,spin,T20,28.5,32.1,5.3,fast,0,85,4,15,2,0,12
4579,Tim Southee,New Zealand,South Africa,"Gaddafi Stadium, Lahore",spin,T20,29.8,33.5,5.4,fast,0,84,2,5,1,0,3
4580,Kagiso Rabada,South Africa,Pakistan,"Eden Gardens, Kolkata",balanced,ODI,25.4,28.6,5.2,fast,0,80,7,15,4,0,21
4581,Naseem Shah,Pakistan,West Indies,Sydney Cricket Ground,balanced,T20,28.5,32.1,5.3,fast,0,68,4,19,3,0,9
4582,Shakib Al Hasan,Bangladesh,Sri Lanka,"Hagley Oval, Christchurch",pace,ODI,33.8,40.2,4.6,spin,0,72,8,51,4,1,19
4583,Haris Rauf,Pakistan,Sri Lanka,"Gaddafi Stadium, Lahore",spin,T20,27.3,30.1,5.6,fast,1,72,4,26,4,0,6
4584,Kuldeep Yadav,India,New Zealand,"Eden Gardens, Kolkata",balanced,T20,27.8,33.5,5.1,spin,1,83,4,15,3,0,8
4585,Maheesh Theekshana,Sri Lanka,Bangladesh,"Gaddafi Stadium, Lahore",spin,ODI,26.5,30.1,4.8,spin,0,65,8,28,6,1,20
4586,Jayden Seales,West Indies,Pakistan,"R. Premadasa Stadium, Colombo",spin,ODI,30.1,35.2,5.4,fast,0,80,7,46,2,0,13
4587,Mustafizur Rahman,Bangladesh,England,"Gaddafi Stadium, Lahore",spin,T20,28.7,33.1,5.0,fast,0,85,4,27,1,0,8
4588,Mitchell Santner,New Zealand,Bangladesh,"Newlands, Cape Town",pace,ODI,35.1,42.3,4.7,spin,0,65,10,40,5,0,34
4589,Mehidy Hasan Miraz,Bangladesh,Australia,Melbourne Cricket Ground,pace,ODI,32.1,38.5,4.7,spin,0,90,7,29,3,1,22
4590,Mitchell Starc,Australia,New Zealand,"Lord's, London",pace,ODI,24.8,27.3,5.3,fast,0,83,8,37,4,1,26
4591,Mark Wood,England,Sri Lanka,"Kensington Oval, Barbados",batting,T20,28.9,31.2,5.6,fast,0,72,4,22,2,0,9
4592,Dunith Wellalage,Sri Lanka,Pakistan,Sydney Cricket Ground,balanced,T20,30.2,35.4,4.9,spin,0,80,4,25,2,0,9
4593,Rashid Khan,Afghanistan,New Zealand,"Gaddafi Stadium, Lahore",spin,T20,18.5,22.3,4.1,spin,0,83,2,10,2,0,3
4594,Mohammed Siraj,India,West Indies,"MA Chidambaram Stadium, Chennai",spin,ODI,28.4,31.9,5.4,fast,1,68,10,45,7,1,26
4595,Shaheen Afridi,Pakistan,England,"The Oval, London",balanced,ODI,24.1,27.5,5.1,fast,0,85,10,35,4,2,37
4596,Chris Woakes,England,Australia,Dubai International Stadium,spin,ODI,30.2,35.1,5.1,fast,0,90,10,24,3,1,34
4597,Mark Wood,England,South Africa,"Newlands, Cape Town",pace,ODI,28.9,31.2,5.6,fast,0,84,6,30,3,0,17
4598,Haris Rauf,Pakistan,South Africa,"The Oval, London",balanced,ODI,27.3,30.1,5.6,fast,0,84,10,66,7,0,19
4599,Mehidy Hasan Miraz,Bangladesh,England,"Shere Bangla Stadium, Dhaka",spin,T20,32.1,38.5,4.7,spin,1,85,4,30,3,0,10
4600,Alzarri Joseph,West Indies,England,"Newlands, Cape Town",pace,T20,27.5,30.8,5.3,fast,0,85,3,29,2,0,5
4601,Mark Wood,England,West Indies,"Newlands, Cape Town",pace,T20,28.9,31.2,5.6,fast,0,68,4,28,3,0,7
4602,Shakib Al Hasan,Bangladesh,England,"Lord's, London",pace,T20,33.8,40.2,4.6,spin,0,85,4,20,1,0,9
4603,Kuldeep Yadav,India,West Indies,"Hagley Oval, Christchurch",pace,T20,27.8,33.5,5.1,spin,0,68,3,21,1,0,8
4604,Mujeeb Ur Rahman,Afghanistan,India,"MA Chidambaram Stadium, Chennai",spin,T20,25.1,29.5,4.5,spin,0,92,4,22,2,0,10
4605,Kagiso Rabada,South Africa,Sri Lanka,"MA Chidambaram Stadium, Chennai",spin,T20,25.4,28.6,5.2,fast,0,72,4,27,1,0,13
4606,Haris Rauf,Pakistan,South Africa,"Newlands, Cape Town",pace,ODI,27.3,30.1,5.6,fast,0,84,6,28,6,0,17
4607,Kuldeep Yadav,India,New Zealand,Melbourne Cricket Ground,pace,ODI,27.8,33.5,5.1,spin,0,83,8,29,4,0,21
4608,Mustafizur Rahman,Bangladesh,India,"Lord's, London",pace,T20,28.7,33.1,5.0,fast,0,92,4,28,2,0,10
4609,Adam Zampa,Australia,England,"Hagley Oval, Christchurch",pace,ODI,29.3,35.2,5.1,spin,0,85,8,60,3,0,18
4610,Mitchell Santner,New Zealand,England,"MA Chidambaram Stadium, Chennai",spin,ODI,35.1,42.3,4.7,spin,0,85,7,34,3,0,15
4611,Haris Rauf,Pakistan,West Indies,"Wankhede Stadium, Mumbai",batting,ODI,27.3,30.1,5.6,fast,0,68,6,35,5,1,14
4612,Dushmantha Chameera,Sri Lanka,Afghanistan,"Wankhede Stadium, Mumbai",batting,ODI,29.1,33.8,5.5,fast,0,70,9,48,6,1,22
4613,Shaheen Afridi,Pakistan,India,Melbourne Cricket Ground,pace,ODI,24.1,27.5,5.1,fast,0,92,10,43,6,0,30
4614,Jason Holder,West Indies,South Africa,"The Oval, London",balanced,T20,31.2,37.5,5.0,fast,0,84,4,29,1,0,8
4615,Mujeeb Ur Rahman,Afghanistan,Sri Lanka,"Hagley Oval, Christchurch",pace,ODI,25.1,29.5,4.5,spin,0,72,8,40,3,1,18
4616,Fazalhaq Farooqi,Afghanistan,South Africa,"Newlands, Cape Town",pace,T20,24.2,26.8,5.1,fast,0,84,4,31,4,0,9
4617,Lockie Ferguson,New Zealand,Australia,Dubai International Stadium,spin,T20,24.5,26.4,5.3,fast,0,90,4,36,1,0,6
4618,Gudakesh Motie,West Indies,Bangladesh,"Wankhede Stadium, Mumbai",batting,ODI,28.5,32.6,4.5,spin,0,65,8,23,4,1,23
4619,Naseem Shah,Pakistan,Australia,"Kensington Oval, Barbados",batting,ODI,28.5,32.1,5.3,fast,0,90,7,49,2,1,13
4620,Kagiso Rabada,South Africa,Afghanistan,Melbourne Cricket Ground,pace,ODI,25.4,28.6,5.2,fast,0,70,7,42,5,1,17
4621,Taskin Ahmed,Bangladesh,Afghanistan,"Kensington Oval, Barbados",batting,T20,30.5,35.8,5.4,fast,0,70,4,29,1,0,7
4622,Mohammed Shami,India,West Indies,"R. Premadasa Stadium, Colombo",spin,ODI,26.1,28.7,5.2,fast,0,68,5,33,2,0,8
4623,Ravindra Jadeja,India,West Indies,"Lord's, London",pace,T20,32.5,42.1,4.8,spin,0,68,4,29,3,0,11
4624,Alzarri Joseph,West Indies,Australia,"Newlands, Cape Town",pace,T20,27.5,30.8,5.3,fast,0,90,4,33,1,0,7
4625,Mohammed Siraj,India,Sri Lanka,"Hagley Oval, Christchurch",pace,ODI,28.4,31.9,5.4,fast,0,72,10,20,7,2,35
4626,Reece Topley,England,New Zealand,"Kensington Oval, Barbados",batting,ODI,26.7,29.8,5.2,fast,0,83,8,48,4,1,24
4627,Shakib Al Hasan,Bangladesh,Sri Lanka,Melbourne Cricket Ground,pace,ODI,33.8,40.2,4.6,spin,0,72,9,26,4,3,23
4628,Akeal Hosein,West Indies,England,Dubai International Stadium,spin,T20,29.8,34.1,4.8,spin,0,85,2,7,1,0,6
4629,Lockie Ferguson,New Zealand,Afghanistan,Dubai International Stadium,spin,T20,24.5,26.4,5.3,fast,0,70,4,40,0,0,7
4630,Ravindra Jadeja,India,Australia,Sydney Cricket Ground,balanced,ODI,32.5,42.1,4.8,spin,0,90,10,65,7,2,26
4631,Adam Zampa,Australia,West Indies,"R. Premadasa Stadium, Colombo",spin,ODI,29.3,35.2,5.1,spin,0,68,10,27,6,0,36
4632,Mark Wood,England,South Africa,"Newlands, Cape Town",pace,T20,28.9,31.2,5.6,fast,0,84,3,23,2,0,6
4633,Jayden Seales,West Indies,South Africa,"Hagley Oval, Christchurch",pace,T20,30.1,35.2,5.4,fast,0,84,3,17,2,0,6
4634,Josh Hazlewood,Australia,Afghanistan,"The Oval, London",balanced,ODI,25.1,30.5,4.7,fast,0,70,9,39,4,4,29
4635,Rashid Khan,Afghanistan,Pakistan,Melbourne Cricket Ground,pace,ODI,18.5,22.3,4.1,spin,0,80,10,37,5,3,29
4636,Ravindra Jadeja,India,South Africa,Sydney Cricket Ground,balanced,T20,32.5,42.1,4.8,spin,0,84,4,28,1,0,9
4637,Ravindra Jadeja,India,West Indies,Sydney Cricket Ground,balanced,T20,32.5,42.1,4.8,spin,0,68,3,21,2,0,5
4638,Jason Holder,West Indies,New Zealand,"Hagley Oval, Christchurch",pace,T20,31.2,37.5,5.0,fast,0,83,4,23,1,0,9
4639,Adam Zampa,Australia,India,"MA Chidambaram Stadium, Chennai",spin,ODI,29.3,35.2,5.1,spin,0,92,10,53,4,1,22
4640,Trent Boult,New Zealand,South Africa,"Gaddafi Stadium, Lahore",spin,T20,25.6,29.1,5.1,fast,0,84,4,32,3,0,7
4641,Mustafizur Rahman,Bangladesh,New Zealand,Melbourne Cricket Ground,pace,ODI,28.7,33.1,5.0,fast,0,83,10,42,7,0,25
4642,Chris Woakes,England,Australia,"Lord's, London",pace,T20,30.2,35.1,5.1,fast,1,90,4,44,2,0,8
4643,Noor Ahmad,Afghanistan,Bangladesh,"Kensington Oval, Barbados",batting,ODI,27.5,31.8,4.7,spin,0,65,7,38,5,0,17
4644,Trent Boult,New Zealand,Pakistan,Sydney Cricket Ground,balanced,T20,25.6,29.1,5.1,fast,0,80,4,28,2,0,8
4645,Shaheen Afridi,Pakistan,Sri Lanka,"Hagley Oval, Christchurch",pace,T20,24.1,27.5,5.1,fast,0,72,2,15,1,0,4
4646,Lungi Ngidi,South Africa,Pakistan,"R. Premadasa Stadium, Colombo",spin,T20,26.3,29.7,5.4,fast,0,80,2,4,0,0,4
4647,Akeal Hosein,West Indies,India,"Kensington Oval, Barbados",batting,ODI,29.8,34.1,4.8,spin,1,92,8,52,6,1,21
4648,Kagiso Rabada,South Africa,Bangladesh,Sydney Cricket Ground,balanced,T20,25.4,28.6,5.2,fast,0,65,4,24,1,0,8
4649,Anrich Nortje,South Africa,Bangladesh,"Gaddafi Stadium, Lahore",spin,ODI,24.8,26.9,5.5,fast,0,65,6,25,5,0,17
4650,Shoriful Islam,Bangladesh,Australia,"Newlands, Cape Town",pace,ODI,31.4,36.2,5.5,fast,0,90,8,39,6,0,17
4651,Mitchell Starc,Australia,West Indies,"Hagley Oval, Christchurch",pace,ODI,24.8,27.3,5.3,fast,0,68,5,21,3,0,13
4652,Alzarri Joseph,West Indies,Bangladesh,"The Oval, London",balanced,ODI,27.5,30.8,5.3,fast,0,65,5,21,4,1,11
4653,Haris Rauf,Pakistan,India,"Newlands, Cape Town",pace,ODI,27.3,30.1,5.6,fast,0,92,10,49,7,1,21
4654,Josh Hazlewood,Australia,Sri Lanka,"Eden Gardens, Kolkata",balanced,ODI,25.1,30.5,4.7,fast,0,72,9,42,6,1,24
4655,Matt Henry,New Zealand,West Indies,"R. Premadasa Stadium, Colombo",spin,T20,26.2,28.8,5.0,fast,0,68,2,8,0,0,4
4656,Lungi Ngidi,South Africa,Bangladesh,"Shere Bangla Stadium, Dhaka",spin,T20,26.3,29.7,5.4,fast,0,65,2,9,0,0,4
4657,Mohammed Siraj,India,South Africa,"Lord's, London",pace,T20,28.4,31.9,5.4,fast,0,84,4,19,3,0,11
4658,Trent Boult,New Zealand,England,"The Oval, London",balanced,ODI,25.6,29.1,5.1,fast,0,85,10,41,6,0,23
4659,Josh Hazlewood,Australia,Afghanistan,Sydney Cricket Ground,balanced,ODI,25.1,30.5,4.7,fast,1,70,8,34,5,0,19
4660,Matt Henry,New Zealand,South Africa,Melbourne Cricket Ground,pace,ODI,26.2,28.8,5.0,fast,0,84,8,43,6,1,22
4661,Mitchell Santner,New Zealand,England,"Lord's, London",pace,ODI,35.1,42.3,4.7,spin,0,85,7,39,2,0,18
4662,Dilshan Madushanka,Sri Lanka,England,"Hagley Oval, Christchurch",pace,T20,28.3,32.5,5.3,fast,0,85,4,21,3,0,11
4663,Dushmantha Chameera,Sri Lanka,Australia,"Gaddafi Stadium, Lahore",spin,ODI,29.1,33.8,5.5,fast,0,90,8,63,5,0,19
4664,Dilshan Madushanka,Sri Lanka,Bangladesh,"Gaddafi Stadium, Lahore",spin,ODI,28.3,32.5,5.3,fast,0,65,9,38,6,3,25
4665,Chris Woakes,England,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,ODI,30.2,35.1,5.1,fast,0,70,9,60,5,0,18
4666,Kuldeep Yadav,India,Australia,"M. Chinnaswamy Stadium, Bangalore",batting,T20,27.8,33.5,5.1,spin,1,90,4,33,2,0,7
4667,Mustafizur Rahman,Bangladesh,Sri Lanka,"Kensington Oval, Barbados",batting,ODI,28.7,33.1,5.0,fast,0,72,10,62,4,1,24
4668,Lungi Ngidi,South Africa,Pakistan,"Hagley Oval, Christchurch",pace,T20,26.3,29.7,5.4,fast,0,80,3,23,1,0,5
4669,Noor Ahmad,Afghanistan,Pakistan,"R. Premadasa Stadium, Colombo",spin,ODI,27.5,31.8,4.7,spin,0,80,8,21,4,0,23
4670,Mujeeb Ur Rahman,Afghanistan,South Africa,"Lord's, London",pace,ODI,25.1,29.5,4.5,spin,0,84,10,38,3,1,30
4671,Maheesh Theekshana,Sri Lanka,Pakistan,"The Oval, London",balanced,T20,26.5,30.1,4.8,spin,0,80,3,24,3,0,6
4672,Dilshan Madushanka,Sri Lanka,Pakistan,Melbourne Cricket Ground,pace,ODI,28.3,32.5,5.3,fast,0,80,9,56,5,0,22
4673,Lungi Ngidi,South Africa,Sri Lanka,Dubai International Stadium,spin,ODI,26.3,29.7,5.4,fast,0,72,8,43,6,2,21
4674,Fazalhaq Farooqi,Afghanistan,Australia,"Newlands, Cape Town",pace,ODI,24.2,26.8,5.1,fast,0,90,5,9,3,0,19
4675,Reece Topley,England,India,"The Oval, London",balanced,T20,26.7,29.8,5.2,fast,1,92,4,22,3,0,9
4676,Mohammed Siraj,India,Afghanistan,"Hagley Oval, Christchurch",pace,T20,28.4,31.9,5.4,fast,0,70,4,28,3,0,8
4677,Lungi Ngidi,South Africa,England,"Hagley Oval, Christchurch",pace,T20,26.3,29.7,5.4,fast,0,85,3,22,2,0,6
4678,Jason Holder,West Indies,Sri Lanka,"Wankhede Stadium, Mumbai",batting,T20,31.2,37.5,5.0,fast,0,72,4,17,1,0,10
4679,Fazalhaq Farooqi,Afghanistan,Bangladesh,"Lord's, London",pace,T20,24.2,26.8,5.1,fast,0,65,4,21,3,0,9
4680,Adam Zampa,Australia,South Africa,"Eden Gardens, Kolkata",balanced,T20,29.3,35.2,5.1,spin,0,84,2,8,1,0,5
4681,Naveen-ul-Haq,Afghanistan,Australia,"Newlands, Cape Town",pace,T20,26.8,30.2,5.3,fast,0,90,4,25,3,0,8
4682,Adil Rashid,England,South Africa,"Newlands, Cape Town",pace,T20,33.5,38.7,5.4,spin,0,84,4,14,1,0,12
4683,Gudakesh Motie,West Indies,Pakistan,"MA Chidambaram Stadium, Chennai",spin,T20,28.5,32.6,4.5,spin,0,80,4,27,3,0,9
4684,Mohammad Nawaz,Pakistan,England,"The Oval, London",balanced,ODI,35.2,41.5,5.0,spin,0,85,7,27,3,2,18
4685,Shakib Al Hasan,Bangladesh,Australia,Melbourne Cricket Ground,pace,ODI,33.8,40.2,4.6,spin,0,90,10,35,4,2,31
4686,Adil Rashid,England,Bangladesh,"M. Chinnaswamy Stadium, Bangalore",batting,T20,33.5,38.7,5.4,spin,0,65,4,33,1,0,6
4687,Mohammad Nawaz,Pakistan,England,"Kensington Oval, Barbados",batting,T20,35.2,41.5,5.0,spin,0,85,3,20,1,0,7
4688,Shadab Khan,Pakistan,England,"Shere Bangla Stadium, Dhaka",spin,ODI,30.8,36.4,5.2,spin,0,85,7,41,4,0,15
4689,Tim Southee,New Zealand,India,"The Oval, London",balanced,T20,29.8,33.5,5.4,fast,0,92,3,25,0,0,4
4690,Mujeeb Ur Rahman,Afghanistan,India,"M. Chinnaswamy Stadium, Bangalore",batting,T20,25.1,29.5,4.5,spin,0,92,3,19,0,0,7
4691,Naveen-ul-Haq,Afghanistan,South Africa,"Kensington Oval, Barbados",batting,T20,26.8,30.2,5.3,fast,0,84,3,28,0,0,4
4692,Shakib Al Hasan,Bangladesh,England,"R. Premadasa Stadium, Colombo",spin,ODI,33.8,40.2,4.6,spin,0,85,6,23,5,0,21
4693,Mark Wood,England,Pakistan,"Wankhede Stadium, Mumbai",batting,ODI,28.9,31.2,5.6,fast,0,80,9,48,4,0,23
4694,Mohammed Siraj,India,England,"Newlands, Cape Town",pace,T20,28.4,31.9,5.4,fast,0,85,3,20,3,0,8
4695,Mark Wood,England,Bangladesh,"MA Chidambaram Stadium, Chennai",spin,T20,28.9,31.2,5.6,fast,0,65,4,23,4,0,7
